,NIS,Woonplaats,Mannen,Vrouwen,inhabitants
506,71011,Diepenbeek,9547.0,9543.0,19090.0
507,71016,Genk,32799.0,33648.0,66447.0
508,71017,Gingelom,4219.0,4170.0,8389.0
509,71020,Halen,4732.0,4753.0,9485.0
510,71022,Hasselt,38542.0,40172.0,78714.0
511,71024,Herk-de-Stad,6257.0,6393.0,12650.0
512,71034,Leopoldsburg,7875.0,7975.0,15850.0
513,71037,Lummen,7568.0,7410.0,14978.0
514,71045,Nieuwerkerken (Hasselt),3433.0,3565.0,6998.0
515,71053,Sint-Truiden,20046.0,20626.0,40672.0
516,71057,Tessenderlo,9196.0,9531.0,18727.0
517,71066,Zonhoven,10517.0,10810.0,21327.0
518,71067,Zutendaal,3662.0,3620.0,7282.0
519,71069,Ham,5457.0,5520.0,10977.0
520,71070,Heusden-Zolder,16808.0,17084.0,33892.0
521,72000,Arrondissement Maaseik,126506.0,125609.0,252115.0
522,72003,Bocholt,6609.0,6535.0,13144.0
523,72004,Bree,8048.0,8121.0,16169.0
524,72018,Kinrooi,6168.0,6038.0,12206.0
525,72020,Lommel,17236.0,17009.0,34245.0
526,72021,Maaseik,12598.0,12712.0,25310.0
527,72030,Peer,8206.0,8092.0,16298.0
528,72037,Hamont-Achel,7256.0,7043.0,14299.0
529,72038,Hechtel-Eksel,6356.0,6154.0,12510.0
530,72039,Houthalen-Helchteren,15248.0,15302.0,30550.0
531,72041,Dilsen-Stokkem,10297.0,10396.0,20693.0
532,72042,Oudsbergen,11929.0,11686.0,23615.0
533,72043,Pelt,16555.0,16521.0,33076.0
534,73000,Arrondissement Tongeren,102176.0,102767.0,204943.0
535,73001,Alken,5803.0,5823.0,11626.0
536,73006,Bilzen,16078.0,16399.0,32477.0
537,73009,Borgloon,5510.0,5500.0,11010.0
538,73022,Heers,3668.0,3669.0,7337.0
539,73028,Herstappe,47.0,32.0,79.0
540,73032,Hoeselt,4833.0,4897.0,9730.0
541,73040,Kortessem,4228.0,4209.0,8437.0
542,73042,Lanaken,13013.0,12871.0,25884.0
543,73066,Riemst,8392.0,8367.0,16759.0
544,73083,Tongeren,15367.0,15775.0,31142.0
545,73098,Wellen,3687.0,3667.0,7354.0
546,73107,Maasmechelen,19457.0,19476.0,38933.0
547,73109,Voeren,2093.0,2082.0,4175.0
548,80000,Provincie Luxemburg,142710.0,144042.0,286752.0
549,81000,Arrondissement Aarlen,31389.0,31607.0,62996.0
550,81001,Aarlen,15000.0,15081.0,30081.0
551,81003,Attert,2820.0,2826.0,5646.0
552,81004,Aubange,8521.0,8625.0,17146.0
553,81013,Martelange,946.0,911.0,1857.0
554,81015,Messancy,4102.0,4164.0,8266.0
555,82000,Arrondissement Bastenaken,24505.0,24578.0,49083.0
556,82003,Bastenaken,8091.0,8185.0,16276.0
557,82005,Bertogne,1843.0,1813.0,3656.0
558,82009,Fauvillers,1149.0,1170.0,2319.0
559,82014,Houffalize,2626.0,2581.0,5207.0
560,82032,Vielsalm,3917.0,3969.0,7886.0
561,82036,Vaux-sur-Sûre,2846.0,2888.0,5734.0
562,82037,Gouvy,2722.0,2675.0,5397.0
563,82038,Sainte-Ode,1311.0,1297.0,2608.0
564,83000,Arrondissement Marche-en-Famenne,28337.0,28434.0,56771.0
565,83012,Durbuy,5673.0,5785.0,11458.0
566,83013,Erezée,1665.0,1602.0,3267.0
567,83028,Hotton,2794.0,2841.0,5635.0
568,83031,La Roche-en-Ardenne,2116.0,2076.0,4192.0
569,83034,Marche-en-Famenne,8679.0,8912.0,17591.0
570,83040,Nassogne,2854.0,2714.0,5568.0
571,83044,Rendeux,1340.0,1301.0,2641.0
572,83049,Tenneville,1400.0,1448.0,2848.0
573,83055,Manhay,1816.0,1755.0,3571.0
574,84000,Arrondissement Neufchâteau,31745.0,32018.0,63763.0
575,84009,Bertrix,4388.0,4456.0,8844.0
576,84010,Bouillon,2676.0,2751.0,5427.0
577,84016,Daverdisse,689.0,693.0,1382.0
578,84029,Herbeumont,853.0,796.0,1649.0
579,84033,Léglise,2859.0,2694.0,5553.0
580,84035,Libin,2618.0,2627.0,5245.0
581,84043,Neufchâteau (Neufchâteau),3893.0,3902.0,7795.0
582,84050,Paliseul,2687.0,2705.0,5392.0
583,84059,Saint-Hubert,2747.0,2858.0,5605.0
584,84068,Tellin,1211.0,1232.0,2443.0
585,84075,Wellin,1526.0,1582.0,3108.0
586,84077,Libramont-Chevigny,5598.0,5722.0,11320.0
587,85000,Arrondissement Virton,26734.0,27405.0,54139.0
588,85007,Chiny,2623.0,2603.0,5226.0
589,85009,Etalle,2988.0,2973.0,5961.0
590,85011,Florenville,2731.0,2863.0,5594.0
591,85024,Meix-devant-Virton,1376.0,1434.0,2810.0
592,85026,Musson,2291.0,2368.0,4659.0
593,85034,Saint-Léger (Virton),1793.0,1863.0,3656.0
594,85039,Tintigny,2149.0,2153.0,4302.0
595,85045,Virton,5537.0,5804.0,11341.0
596,85046,Habay,4205.0,4272.0,8477.0
597,85047,Rouvroy,1041.0,1072.0,2113.0
598,90000,Provincie Namen,243019.0,252813.0,495832.0
599,91000,Arrondissement Dinant,54892.0,56394.0,111286.0
600,91005,Anhée,3490.0,3653.0,7143.0
601,91013,Beauraing,4442.0,4715.0,9157.0
602,91015,Bièvre,1674.0,1688.0,3362.0
603,91030,Ciney,8014.0,8692.0,16706.0
604,91034,Dinant,6548.0,6826.0,13374.0
605,91054,Gedinne,2299.0,2353.0,4652.0
606,91059,Hamois,3654.0,3710.0,7364.0
607,91064,Havelange,2600.0,2637.0,5237.0
608,91072,Houyet,2452.0,2535.0,4987.0
609,91103,Onhaye,1633.0,1597.0,3230.0
610,91114,Rochefort,6181.0,6390.0,12571.0
611,91120,Somme-Leuze,2906.0,2893.0,5799.0
612,91141,Yvoir,4541.0,4568.0,9109.0
613,91142,Hastière,3129.0,2887.0,6016.0
614,91143,Vresse-sur-Semois,1329.0,1250.0,2579.0
615,92000,Arrondissement Namen,155471.0,162760.0,318231.0
616,92003,Andenne,13419.0,14154.0,27573.0
617,92006,Assesse,3558.0,3532.0,7090.0
618,92035,Eghezée,8049.0,8399.0,16448.0
619,92045,Floreffe,3979.0,4169.0,8148.0
620,92048,Fosses-la-Ville,5210.0,5259.0,10469.0
621,92054,Gesves,3595.0,3613.0,7208.0
622,92087,Mettet,6462.0,6691.0,13153.0
623,92094,Namen,53908.0,57524.0,111432.0
624,92097,Ohey,2575.0,2567.0,5142.0
625,92101,Profondeville,5987.0,6189.0,12176.0
626,92114,Sombreffe,4203.0,4277.0,8480.0
627,92137,Sambreville,13671.0,14701.0,28372.0
628,92138,Fernelmont,3995.0,4072.0,8067.0
629,92140,Jemeppe-sur-Sambre,9440.0,9660.0,19100.0
630,92141,La Bruyère,4486.0,4746.0,9232.0
631,92142,Gembloux,12934.0,13207.0,26141.0
632,93000,Arrondissement Philippeville,32656.0,33659.0,66315.0
633,93010,Cerfontaine,2488.0,2499.0,4987.0
634,93014,Couvin,6754.0,7084.0,13838.0
635,93018,Doische,1453.0,1517.0,2970.0
636,93022,Florennes,5556.0,5710.0,11266.0
637,93056,Philippeville,4567.0,4634.0,9201.0
638,93088,Walcourt,9052.0,9355.0,18407.0
639,93090,Viroinval,2786.0,2860.0,5646.0
