production_function,consumer_facing,industry,retail,ratio_c_s,tau,hiring_firing,unweighted,weighted
strongly_critical,0.8,0.6,0.0,0.75,1,28,8.105163023526577,5.008236358452576
strongly_critical,0.8,0.6,0.0,0.75,7,1,8.062679626611528,5.2563489936740755
strongly_critical,0.8,0.6,0.0,0.75,7,7,7.991972753058496,5.141299113654089
strongly_critical,0.8,0.6,0.0,0.75,7,14,7.876366500616949,5.009856547749246
strongly_critical,0.8,0.6,0.0,0.75,7,21,7.912942871150001,4.959759562761572
strongly_critical,0.8,0.6,0.0,0.75,7,28,8.036619271946215,5.006537393820378
strongly_critical,0.8,0.6,0.0,0.75,14,1,8.046484798849844,5.245306454293494
strongly_critical,0.8,0.6,0.0,0.75,14,7,7.983560459608526,5.138007662314764
strongly_critical,0.8,0.6,0.0,0.75,14,14,7.871070071416953,5.015150308025573
strongly_critical,0.8,0.6,0.0,0.75,14,21,7.8886481626998135,4.973647236354148
strongly_critical,0.8,0.6,0.0,0.75,14,28,8.000463071264214,5.040745861919881
strongly_critical,0.8,0.6,0.0,0.75,21,1,8.040438341712669,5.248003017996764
strongly_critical,0.8,0.6,0.0,0.75,21,7,7.965692737698113,5.144302325316515
strongly_critical,0.8,0.6,0.0,0.75,21,14,7.881074388384327,5.022579741500205
strongly_critical,0.8,0.6,0.0,0.75,21,21,7.903248782658981,4.991738224878747
strongly_critical,0.8,0.6,0.0,0.75,21,28,8.023042297799195,5.080646553866082
strongly_critical,0.8,0.6,0.0,0.75,28,1,8.03414918209545,5.256895561248763
strongly_critical,0.8,0.6,0.0,0.75,28,7,7.953235616966489,5.158648360688813
strongly_critical,0.8,0.6,0.0,0.75,28,14,7.902336369691385,5.037863744327632
strongly_critical,0.8,0.6,0.0,0.75,28,21,7.954706154102762,5.022743275759982
strongly_critical,0.8,0.6,0.0,0.75,28,28,8.094096988493128,5.1290288834517686
strongly_critical,0.8,0.6,0.0,1.0,1,1,8.302943653026956,5.345573476369899
strongly_critical,0.8,0.6,0.0,1.0,1,7,8.2853377001604,5.271489124953032
strongly_critical,0.8,0.6,0.0,1.0,1,14,8.261102998415073,5.213411146988756
strongly_critical,0.8,0.6,0.0,1.0,1,21,8.331131400735691,5.195706156275605
strongly_critical,0.8,0.6,0.0,1.0,1,28,8.508078326816552,5.370713873582451
strongly_critical,0.8,0.6,0.0,1.0,7,1,8.29348515806846,5.34486785980227
strongly_critical,0.8,0.6,0.0,1.0,7,7,8.264718295140376,5.2711579530874815
strongly_critical,0.8,0.6,0.0,1.0,7,14,8.212021997797617,5.202615310125388
strongly_critical,0.8,0.6,0.0,1.0,7,21,8.28269540343504,5.176158608576033
strongly_critical,0.8,0.6,0.0,1.0,7,28,8.45511893781444,5.354309482398289
strongly_critical,0.8,0.6,0.0,1.0,14,1,8.287161778880403,5.355075246605203
strongly_critical,0.8,0.6,0.0,1.0,14,7,8.262815995582299,5.277549584848773
strongly_critical,0.8,0.6,0.0,1.0,14,14,8.21916671102605,5.208585131738792
strongly_critical,0.8,0.6,0.0,1.0,14,21,8.290931688130179,5.210048539633146
strongly_critical,0.8,0.6,0.0,1.0,14,28,8.441211718304574,5.396280294295719
strongly_critical,0.8,0.6,0.0,1.0,21,1,8.287588995045466,5.370093780284244
strongly_critical,0.8,0.6,0.0,1.0,21,7,8.255461482948526,5.295619181635167
strongly_critical,0.8,0.6,0.0,1.0,21,14,8.237696104587153,5.216899311697157
strongly_critical,0.8,0.6,0.0,1.0,21,21,8.298727382239615,5.227462232110981
strongly_critical,0.8,0.6,0.0,1.0,21,28,8.448448029681082,5.420283581151627
strongly_critical,0.8,0.6,0.0,1.0,28,1,8.281210459592964,5.380450435138481
strongly_critical,0.8,0.6,0.0,1.0,28,7,8.247226356490142,5.311406450331209
strongly_critical,0.8,0.6,0.0,1.0,28,14,8.26014886575879,5.2264666027759485
strongly_critical,0.8,0.6,0.0,1.0,28,21,8.340900506413474,5.255236781555958
strongly_critical,0.8,0.6,0.0,1.0,28,28,8.50399523457119,5.466297969416151
strongly_critical,0.8,0.6,0.2,0.0,1,1,9.774472137077641,6.242179255932585
strongly_critical,0.8,0.6,0.2,0.0,1,7,9.344823351360162,5.838983307926951
strongly_critical,0.8,0.6,0.2,0.0,1,14,8.81828308402623,5.316845936464132
strongly_critical,0.8,0.6,0.2,0.0,1,21,8.489675826895741,5.014966625313704
strongly_critical,0.8,0.6,0.2,0.0,1,28,8.368925384587595,4.927309028545127
strongly_critical,0.8,0.6,0.2,0.0,7,1,9.716415149491592,6.180833233145988
strongly_critical,0.8,0.6,0.2,0.0,7,7,9.299034580970961,5.817747499688069
strongly_critical,0.8,0.6,0.2,0.0,7,14,8.7816442560273,5.312065209189519
strongly_critical,0.8,0.6,0.2,0.0,7,21,8.452965614712443,4.992577422179537
strongly_critical,0.8,0.6,0.2,0.0,7,28,8.342563851450409,4.915222460974205
strongly_critical,0.8,0.6,0.2,0.0,14,1,9.662347240063982,6.1255064801310795
strongly_critical,0.8,0.6,0.2,0.0,14,7,9.277771354038402,5.746917946189939
strongly_critical,0.8,0.6,0.2,0.0,14,14,8.799440923064202,5.30747332201563
strongly_critical,0.8,0.6,0.2,0.0,14,21,8.478275671331275,4.985374415003594
strongly_critical,0.8,0.6,0.2,0.0,14,28,8.380977490179724,4.964815399048296
strongly_critical,0.8,0.6,0.2,0.0,21,1,9.633889397362507,6.09055285242099
strongly_critical,0.8,0.6,0.2,0.0,21,7,9.24706991293392,5.715953426584519
strongly_critical,0.8,0.6,0.2,0.0,21,14,8.809504613369267,5.309652012429945
strongly_critical,0.8,0.6,0.2,0.0,21,21,8.51144120370756,4.988963379930277
strongly_critical,0.8,0.6,0.2,0.0,21,28,8.454241032485509,5.024964991736819
strongly_critical,0.8,0.6,0.2,0.0,28,1,9.620361483202329,6.073441372234737
strongly_critical,0.8,0.6,0.2,0.0,28,7,9.232390783762183,5.713279242334478
strongly_critical,0.8,0.6,0.2,0.0,28,14,8.823277507372481,5.310216641744928
strongly_critical,0.8,0.6,0.2,0.0,28,21,8.574967730799285,5.012066880321642
strongly_critical,0.8,0.6,0.2,0.0,28,28,8.54523299051902,5.07417669890359
strongly_critical,0.8,0.6,0.2,0.25,1,1,8.94799133626601,5.71962294888701
strongly_critical,0.8,0.6,0.2,0.25,1,7,8.691683488010412,5.471494985067919
strongly_critical,0.8,0.6,0.2,0.25,1,14,8.299442709240985,5.120291937181435
strongly_critical,0.8,0.6,0.2,0.25,1,21,8.12298922977331,4.9497193589455915
strongly_critical,0.8,0.6,0.2,0.25,1,28,8.102118093117074,4.899306095880959
strongly_critical,0.8,0.6,0.2,0.25,7,1,8.894452847621594,5.671869117859655
strongly_critical,0.8,0.6,0.2,0.25,7,7,8.640792674163613,5.4638813175371705
strongly_critical,0.8,0.6,0.2,0.25,7,14,8.246621407420783,5.116563498585089
strongly_critical,0.8,0.6,0.2,0.25,7,21,8.066290152834839,4.929930098533543
strongly_critical,0.8,0.6,0.2,0.25,7,28,8.072860025534885,4.900818593673689
strongly_critical,0.8,0.6,0.2,0.25,14,1,8.855861292678599,5.638251162543108
strongly_critical,0.8,0.6,0.2,0.25,14,7,8.623040277533713,5.441420215504198
strongly_critical,0.8,0.6,0.2,0.25,14,14,8.270203469856263,5.116723696222302
strongly_critical,0.8,0.6,0.2,0.25,14,21,8.094117367136855,4.928464704549848
strongly_critical,0.8,0.6,0.2,0.25,14,28,8.114922035795919,4.976781580017629
strongly_critical,0.8,0.6,0.2,0.25,21,1,8.837407000461612,5.625080356465816
strongly_critical,0.8,0.6,0.2,0.25,21,7,8.60283281982085,5.437515572395902
strongly_critical,0.8,0.6,0.2,0.25,21,14,8.294809166726443,5.126180306245004
strongly_critical,0.8,0.6,0.2,0.25,21,21,8.125603149642938,4.9480646252044895
strongly_critical,0.8,0.6,0.2,0.25,21,28,8.167753456568917,5.0285420361304585
strongly_critical,0.8,0.6,0.2,0.25,28,1,8.82425212280713,5.6289232962478195
strongly_critical,0.8,0.6,0.2,0.25,28,7,8.589029840666903,5.447130665440934
strongly_critical,0.8,0.6,0.2,0.25,28,14,8.322081122851262,5.129380463480886
strongly_critical,0.8,0.6,0.2,0.25,28,21,8.186961607944049,4.982852348031197
strongly_critical,0.8,0.6,0.2,0.25,28,28,8.238482798802087,5.077187144473942
strongly_critical,0.8,0.6,0.2,0.5,1,1,8.329033328243849,5.412659833378685
strongly_critical,0.8,0.6,0.2,0.5,1,7,8.190578885121075,5.231462422073985
strongly_critical,0.8,0.6,0.2,0.5,1,14,7.972066027805134,5.002762953353056
strongly_critical,0.8,0.6,0.2,0.5,1,21,7.95858455326589,4.949839774308148
strongly_critical,0.8,0.6,0.2,0.5,1,28,8.031824279546349,4.934804686072104
strongly_critical,0.8,0.6,0.2,0.5,7,1,8.287663477765271,5.384191319639598
strongly_critical,0.8,0.6,0.2,0.5,7,7,8.145309833352776,5.233444026814301
strongly_critical,0.8,0.6,0.2,0.5,7,14,7.911836384326902,4.99910636587878
strongly_critical,0.8,0.6,0.2,0.5,7,21,7.872962332414622,4.92998675263954
strongly_critical,0.8,0.6,0.2,0.5,7,28,7.952380171764551,4.939261594717759
strongly_critical,0.8,0.6,0.2,0.5,14,1,8.275608490147615,5.3680576606820445
strongly_critical,0.8,0.6,0.2,0.5,14,7,8.127558103907612,5.222157410286544
strongly_critical,0.8,0.6,0.2,0.5,14,14,7.927753742199148,5.000608297815566
strongly_critical,0.8,0.6,0.2,0.5,14,21,7.890678760252335,4.948198600391708
strongly_critical,0.8,0.6,0.2,0.5,14,28,7.983641445167026,5.024566048152634
strongly_critical,0.8,0.6,0.2,0.5,21,1,8.268397965479085,5.366978985254717
strongly_critical,0.8,0.6,0.2,0.5,21,7,8.115400482613373,5.226451417557623
strongly_critical,0.8,0.6,0.2,0.5,21,14,7.9574718919630305,5.008094686659236
strongly_critical,0.8,0.6,0.2,0.5,21,21,7.919072051577045,4.972122104597756
strongly_critical,0.8,0.6,0.2,0.5,21,28,8.0150002469171,5.068922067604481
strongly_critical,0.8,0.6,0.2,0.5,28,1,8.264312688932222,5.372819535423437
strongly_critical,0.8,0.6,0.2,0.5,28,7,8.110285363229975,5.238408826461527
strongly_critical,0.8,0.6,0.2,0.5,28,14,7.986960419611676,5.0208643123192145
strongly_critical,0.8,0.6,0.2,0.5,28,21,7.979330137428991,5.00928987735305
strongly_critical,0.8,0.6,0.2,0.5,28,28,8.088628911202878,5.120934602342043
strongly_critical,0.8,0.6,0.2,0.75,1,1,8.073516079726474,5.203895570520503
strongly_critical,0.8,0.6,0.2,0.75,1,7,8.019709690044138,5.093468192623076
strongly_critical,0.8,0.6,0.2,0.75,1,14,7.943773514522336,5.049131606016569
strongly_critical,0.8,0.6,0.2,0.75,1,21,8.002765443874408,5.0502637160248165
strongly_critical,0.8,0.6,0.2,0.75,1,28,8.142273193282408,5.146422868902841
strongly_critical,0.8,0.6,0.2,0.75,7,1,8.045178124141465,5.197728932243327
strongly_critical,0.8,0.6,0.2,0.75,7,7,7.977865813669396,5.10434627987285
strongly_critical,0.8,0.6,0.2,0.75,7,14,7.87217160029234,5.035528026703678
strongly_critical,0.8,0.6,0.2,0.75,7,21,7.916674875321869,5.026322276075717
strongly_critical,0.8,0.6,0.2,0.75,7,28,8.055414135065135,5.1230144200632495
strongly_critical,0.8,0.6,0.2,0.75,14,1,8.031007416304682,5.202271679512654
strongly_critical,0.8,0.6,0.2,0.75,14,7,7.969700271531174,5.116729163898551
strongly_critical,0.8,0.6,0.2,0.75,14,14,7.859260214957512,5.036058651124393
strongly_critical,0.8,0.6,0.2,0.75,14,21,7.888489976052614,5.034199567010621
strongly_critical,0.8,0.6,0.2,0.75,14,28,8.017241054228936,5.162051822382778
strongly_critical,0.8,0.6,0.2,0.75,21,1,8.029143902518694,5.214945064421757
strongly_critical,0.8,0.6,0.2,0.75,21,7,7.950971084172976,5.12884861736704
strongly_critical,0.8,0.6,0.2,0.75,21,14,7.864119070559158,5.037752640638141
strongly_critical,0.8,0.6,0.2,0.75,21,21,7.89407740957677,5.052210887773118
strongly_critical,0.8,0.6,0.2,0.75,21,28,8.029738759134826,5.1952524619740155
strongly_critical,0.8,0.6,0.2,0.75,28,1,8.021838156704066,5.224858343534306
strongly_critical,0.8,0.6,0.2,0.75,28,7,7.936269595548901,5.141698920859112
strongly_critical,0.8,0.6,0.2,0.75,28,14,7.880243312943107,5.045500381818287
strongly_critical,0.8,0.6,0.2,0.75,28,21,7.940336311464386,5.084957853009512
strongly_critical,0.8,0.6,0.2,0.75,28,28,8.099160279374576,5.259117644024472
strongly_critical,0.8,0.6,0.2,1.0,1,1,8.33732431247265,5.449292557421952
strongly_critical,0.8,0.6,0.2,1.0,1,7,8.320744432019309,5.384799621263249
strongly_critical,0.8,0.6,0.2,1.0,1,14,8.302425797649715,5.335588506829192
strongly_critical,0.8,0.6,0.2,1.0,1,21,8.37197746354085,5.3288845498910185
strongly_critical,0.8,0.6,0.2,1.0,1,28,8.548525097257347,5.586307872499767
strongly_critical,0.8,0.6,0.2,1.0,7,1,8.317083195657366,5.452074952387325
strongly_critical,0.8,0.6,0.2,1.0,7,7,8.287347881606662,5.381221859030699
strongly_critical,0.8,0.6,0.2,1.0,7,14,8.236946592506364,5.320058443681321
strongly_critical,0.8,0.6,0.2,1.0,7,21,8.306543731603488,5.3029081488892835
strongly_critical,0.8,0.6,0.2,1.0,7,28,8.47916391635055,5.554110605901309
strongly_critical,0.8,0.6,0.2,1.0,14,1,8.314372060965615,5.468951601294983
strongly_critical,0.8,0.6,0.2,1.0,14,7,8.291564880793478,5.390120178112782
strongly_critical,0.8,0.6,0.2,1.0,14,14,8.247161326934716,5.328060619320253
strongly_critical,0.8,0.6,0.2,1.0,14,21,8.324389528750268,5.339749846535654
strongly_critical,0.8,0.6,0.2,1.0,14,28,8.471837095558467,5.61335361010324
strongly_critical,0.8,0.6,0.2,1.0,21,1,8.308964655209484,5.484000629899066
strongly_critical,0.8,0.6,0.2,1.0,21,7,8.279999951942997,5.407537509079044
strongly_critical,0.8,0.6,0.2,1.0,21,14,8.258912974925373,5.3328246581544185
strongly_critical,0.8,0.6,0.2,1.0,21,21,8.331886038981816,5.357944679788066
strongly_critical,0.8,0.6,0.2,1.0,21,28,8.49170712759678,5.647596897187151
strongly_critical,0.8,0.6,0.2,1.0,28,1,8.289696740946063,5.490216260887733
strongly_critical,0.8,0.6,0.2,1.0,28,7,8.261997515829918,5.419839742670187
strongly_critical,0.8,0.6,0.2,1.0,28,14,8.27638926224258,5.340573051184057
strongly_critical,0.8,0.6,0.2,1.0,28,21,8.372905948442051,5.389123427726649
strongly_critical,0.8,0.6,0.2,1.0,28,28,8.550324132790495,5.705883263305011
strongly_critical,0.8,0.6,0.4,0.0,1,1,9.752830364458006,6.185846332678009
strongly_critical,0.8,0.6,0.4,0.0,1,7,9.314518587521151,5.756653001331092
strongly_critical,0.8,0.6,0.4,0.0,1,14,8.810320798128698,5.26896164266422
strongly_critical,0.8,0.6,0.4,0.0,1,21,8.509794659000317,5.010337708046924
strongly_critical,0.8,0.6,0.4,0.0,1,28,8.427691375047875,4.960538306898178
strongly_critical,0.8,0.6,0.4,0.0,7,1,9.687332323250974,6.12400198984228
strongly_critical,0.8,0.6,0.4,0.0,7,7,9.259075259349967,5.735198570801633
strongly_critical,0.8,0.6,0.4,0.0,7,14,8.765326831032805,5.260526740249016
strongly_critical,0.8,0.6,0.4,0.0,7,21,8.473968643005318,4.990026741321988
strongly_critical,0.8,0.6,0.4,0.0,7,28,8.40184533203292,4.954253566306049
strongly_critical,0.8,0.6,0.4,0.0,14,1,9.638072033743581,6.068898681523402
strongly_critical,0.8,0.6,0.4,0.0,14,7,9.239425406893647,5.679287667292062
strongly_critical,0.8,0.6,0.4,0.0,14,14,8.776959572846057,5.255735363726811
strongly_critical,0.8,0.6,0.4,0.0,14,21,8.492722043230653,4.988442418753901
strongly_critical,0.8,0.6,0.4,0.0,14,28,8.433430392015515,5.034581625909224
strongly_critical,0.8,0.6,0.4,0.0,21,1,9.615969905582505,6.035361357919131
strongly_critical,0.8,0.6,0.4,0.0,21,7,9.208203466658658,5.654806306019674
strongly_critical,0.8,0.6,0.4,0.0,21,14,8.775061070271539,5.248968798331896
strongly_critical,0.8,0.6,0.4,0.0,21,21,8.516384101418009,5.008505580026041
strongly_critical,0.8,0.6,0.4,0.0,21,28,8.502416526693338,5.092078144489679
strongly_critical,0.8,0.6,0.4,0.0,28,1,9.607529511672743,6.022338548883006
strongly_critical,0.8,0.6,0.4,0.0,28,7,9.197236450705997,5.653463385452266
strongly_critical,0.8,0.6,0.4,0.0,28,14,8.791850901753687,5.246251740035887
strongly_critical,0.8,0.6,0.4,0.0,28,21,8.574273234645437,5.026757492648522
strongly_critical,0.8,0.6,0.4,0.0,28,28,8.591943882966504,5.139382487556963
strongly_critical,0.8,0.6,0.4,0.25,1,1,8.952498740052448,5.648205075989318
strongly_critical,0.8,0.6,0.4,0.25,1,7,8.689098908075861,5.387363758231574
strongly_critical,0.8,0.6,0.4,0.25,1,14,8.336276347866079,5.0881635091949065
strongly_critical,0.8,0.6,0.4,0.25,1,21,8.198632992046276,4.990119650563223
strongly_critical,0.8,0.6,0.4,0.25,1,28,8.20815668401367,4.973710840081088
strongly_critical,0.8,0.6,0.4,0.25,7,1,8.88884175770987,5.603620216200224
strongly_critical,0.8,0.6,0.4,0.25,7,7,8.631735484926498,5.386111507461796
strongly_critical,0.8,0.6,0.4,0.25,7,14,8.277920792087516,5.081908875487531
strongly_critical,0.8,0.6,0.4,0.25,7,21,8.139550810917223,4.973117056867079
strongly_critical,0.8,0.6,0.4,0.25,7,28,8.174598238014653,5.015273561064601
strongly_critical,0.8,0.6,0.4,0.25,14,1,8.853485456020712,5.572557902272997
strongly_critical,0.8,0.6,0.4,0.25,14,7,8.612746970578176,5.372364971054239
strongly_critical,0.8,0.6,0.4,0.25,14,14,8.30239351756723,5.084974211022061
strongly_critical,0.8,0.6,0.4,0.25,14,21,8.1625223064929,5.020880233143042
strongly_critical,0.8,0.6,0.4,0.25,14,28,8.209952718942883,5.100928103792349
strongly_critical,0.8,0.6,0.4,0.25,21,1,8.842091851343895,5.569995477504523
strongly_critical,0.8,0.6,0.4,0.25,21,7,8.596557385599516,5.373279604348923
strongly_critical,0.8,0.6,0.4,0.25,21,14,8.320332374117426,5.097415388449603
strongly_critical,0.8,0.6,0.4,0.25,21,21,8.184743009525004,5.034328120461218
strongly_critical,0.8,0.6,0.4,0.25,21,28,8.255547072094688,5.148361922662338
strongly_critical,0.8,0.6,0.4,0.25,28,1,8.834040252254113,5.576256376358494
strongly_critical,0.8,0.6,0.4,0.25,28,7,8.589701949050106,5.384545607150492
strongly_critical,0.8,0.6,0.4,0.25,28,14,8.345191084892399,5.107067787780592
strongly_critical,0.8,0.6,0.4,0.25,28,21,8.240128520895725,5.067168416024727
strongly_critical,0.8,0.6,0.4,0.25,28,28,8.324127038758592,5.197244171366329
strongly_critical,0.8,0.6,0.4,0.5,1,1,8.397088748508258,5.352800562008074
strongly_critical,0.8,0.6,0.4,0.5,1,7,8.269914642882364,5.179000074051595
strongly_critical,0.8,0.6,0.4,0.5,1,14,8.088553257316756,5.068119652506674
strongly_critical,0.8,0.6,0.4,0.5,1,21,8.08712097105591,5.079467088356269
strongly_critical,0.8,0.6,0.4,0.5,1,28,8.187853434069842,5.138227121470515
strongly_critical,0.8,0.6,0.4,0.5,7,1,8.347180015025138,5.330445407375019
strongly_critical,0.8,0.6,0.4,0.5,7,7,8.216284315285238,5.179924590982488
strongly_critical,0.8,0.6,0.4,0.5,7,14,8.010488825291743,5.056571947399411
strongly_critical,0.8,0.6,0.4,0.5,7,21,7.996637919131335,5.0662975276469
strongly_critical,0.8,0.6,0.4,0.5,7,28,8.103694712314576,5.1434053393313235
strongly_critical,0.8,0.6,0.4,0.5,14,1,8.329703520175025,5.313955389502934
strongly_critical,0.8,0.6,0.4,0.5,14,7,8.203326893353868,5.174511584604434
strongly_critical,0.8,0.6,0.4,0.5,14,14,8.02120069612575,5.081738455568224
strongly_critical,0.8,0.6,0.4,0.5,14,21,8.010714559243326,5.104895415032154
strongly_critical,0.8,0.6,0.4,0.5,14,28,8.129527754754646,5.2249661169524835
strongly_critical,0.8,0.6,0.4,0.5,21,1,8.332095487620794,5.317132047109755
strongly_critical,0.8,0.6,0.4,0.5,21,7,8.191374219868267,5.179371116596702
strongly_critical,0.8,0.6,0.4,0.5,21,14,8.043347769795808,5.094298651773062
strongly_critical,0.8,0.6,0.4,0.5,21,21,8.034674702439156,5.128423401052619
strongly_critical,0.8,0.6,0.4,0.5,21,28,8.152429551389735,5.264350483279478
strongly_critical,0.8,0.6,0.4,0.5,28,1,8.334556653114685,5.325932571301492
strongly_critical,0.8,0.6,0.4,0.5,28,7,8.188632508548215,5.193767756471684
strongly_critical,0.8,0.6,0.4,0.5,28,14,8.064877794526357,5.104359550387173
strongly_critical,0.8,0.6,0.4,0.5,28,21,8.086120908319153,5.159973582834789
strongly_critical,0.8,0.6,0.4,0.5,28,28,8.22750113441078,5.320882680902028
strongly_critical,0.8,0.6,0.4,0.75,1,1,8.244509078009589,5.406462019281078
strongly_critical,0.8,0.6,0.4,0.75,1,7,8.199461765168897,5.348144614086699
strongly_critical,0.8,0.6,0.4,0.75,1,14,8.13636203205522,5.326011176901756
strongly_critical,0.8,0.6,0.4,0.75,1,21,8.211212410739902,5.345516061377722
strongly_critical,0.8,0.6,0.4,0.75,1,28,8.371365303944044,5.509250311871004
strongly_critical,0.8,0.6,0.4,0.75,7,1,8.209082926414101,5.404598251082858
strongly_critical,0.8,0.6,0.4,0.75,7,7,8.142387779498184,5.337422988265552
strongly_critical,0.8,0.6,0.4,0.75,7,14,8.050430239000415,5.30528734931357
strongly_critical,0.8,0.6,0.4,0.75,7,21,8.114344653867072,5.317491394757511
strongly_critical,0.8,0.6,0.4,0.75,7,28,8.27456552204491,5.484944579905821
strongly_critical,0.8,0.6,0.4,0.75,14,1,8.197168886794678,5.416083655078905
strongly_critical,0.8,0.6,0.4,0.75,14,7,8.13555238446209,5.341108927025891
strongly_critical,0.8,0.6,0.4,0.75,14,14,8.039781872442173,5.3079807706679745
strongly_critical,0.8,0.6,0.4,0.75,14,21,8.089030902629327,5.332787519946493
strongly_critical,0.8,0.6,0.4,0.75,14,28,8.233415745326322,5.52218620064919
strongly_critical,0.8,0.6,0.4,0.75,21,1,8.190067009715616,5.436320920454677
strongly_critical,0.8,0.6,0.4,0.75,21,7,8.110226453806126,5.355123014424292
strongly_critical,0.8,0.6,0.4,0.75,21,14,8.030097716658096,5.306112320811753
strongly_critical,0.8,0.6,0.4,0.75,21,21,8.08804508209852,5.346533551080963
strongly_critical,0.8,0.6,0.4,0.75,21,28,8.244088531516189,5.5536609039976845
strongly_critical,0.8,0.6,0.4,0.75,28,1,8.182767639159373,5.459561573424618
strongly_critical,0.8,0.6,0.4,0.75,28,7,8.097659604791483,5.378444857690723
strongly_critical,0.8,0.6,0.4,0.75,28,14,8.038899322052213,5.309581059580845
strongly_critical,0.8,0.6,0.4,0.75,28,21,8.129223838139097,5.378615043253273
strongly_critical,0.8,0.6,0.4,0.75,28,28,8.30424465642201,5.6221545287418575
strongly_critical,0.8,0.6,0.4,1.0,1,1,8.619162923920126,5.9264718341120535
strongly_critical,0.8,0.6,0.4,1.0,1,7,8.611440964219318,5.894729535690577
strongly_critical,0.8,0.6,0.4,1.0,1,14,8.600218274524714,5.85290953274553
strongly_critical,0.8,0.6,0.4,1.0,1,21,8.679005187266775,5.933661602135935
strongly_critical,0.8,0.6,0.4,1.0,1,28,8.848859690988238,6.282517118460965
strongly_critical,0.8,0.6,0.4,1.0,7,1,8.600558561473306,5.932058282303328
strongly_critical,0.8,0.6,0.4,1.0,7,7,8.573589937985705,5.891205768416798
strongly_critical,0.8,0.6,0.4,1.0,7,14,8.528976122160824,5.8392194732355795
strongly_critical,0.8,0.6,0.4,1.0,7,21,8.608182839611409,5.912402696963628
strongly_critical,0.8,0.6,0.4,1.0,7,28,8.772842719139414,6.260293796231558
strongly_critical,0.8,0.6,0.4,1.0,14,1,8.614743057427006,5.96688133592488
strongly_critical,0.8,0.6,0.4,1.0,14,7,8.591053598622668,5.915328615816856
strongly_critical,0.8,0.6,0.4,1.0,14,14,8.551567319558353,5.864423051241163
strongly_critical,0.8,0.6,0.4,1.0,14,21,8.633833749041148,5.979133252528846
strongly_critical,0.8,0.6,0.4,1.0,14,28,8.783464081111275,6.3394338540755415
strongly_critical,0.8,0.6,0.4,1.0,21,1,8.606316360576837,6.005415516719212
strongly_critical,0.8,0.6,0.4,1.0,21,7,8.578887026237595,5.938896074911561
strongly_critical,0.8,0.6,0.4,1.0,21,14,8.553107054435246,5.8906767547975525
strongly_critical,0.8,0.6,0.4,1.0,21,21,8.638870839799281,6.0271569391281865
strongly_critical,0.8,0.6,0.4,1.0,21,28,8.80803946488432,6.400887802950944
strongly_critical,0.8,0.6,0.4,1.0,28,1,8.606759829746178,6.047059069292798
strongly_critical,0.8,0.6,0.4,1.0,28,7,8.574200795708718,5.975277863804252
strongly_critical,0.8,0.6,0.4,1.0,28,14,8.575634677789532,5.924203072483362
strongly_critical,0.8,0.6,0.4,1.0,28,21,8.69169367990775,6.094188280903712
strongly_critical,0.8,0.6,0.4,1.0,28,28,8.87874382433809,6.480932805851055
strongly_critical,0.8,0.6,0.6,0.0,1,1,9.790475729307012,6.097516508438669
strongly_critical,0.8,0.6,0.6,0.0,1,7,9.37487558787576,5.660757259027739
strongly_critical,0.8,0.6,0.6,0.0,1,14,8.912312616383618,5.264190309475266
strongly_critical,0.8,0.6,0.6,0.0,1,21,8.645279903468811,5.05730711941426
strongly_critical,0.8,0.6,0.6,0.0,1,28,8.579517209914922,5.023184766941652
strongly_critical,0.8,0.6,0.6,0.0,7,1,9.723230888621341,6.038406466779537
strongly_critical,0.8,0.6,0.6,0.0,7,7,9.316255887366305,5.650310470911624
strongly_critical,0.8,0.6,0.6,0.0,7,14,8.863188477621957,5.256120411091981
strongly_critical,0.8,0.6,0.6,0.0,7,21,8.614811407149265,5.043710120889907
strongly_critical,0.8,0.6,0.6,0.0,7,28,8.554323807109009,5.071246644602717
strongly_critical,0.8,0.6,0.6,0.0,14,1,9.672588849074769,5.979428824319163
strongly_critical,0.8,0.6,0.6,0.0,14,7,9.292798151637006,5.610370223484494
strongly_critical,0.8,0.6,0.6,0.0,14,14,8.87127775159793,5.252553706502725
strongly_critical,0.8,0.6,0.6,0.0,14,21,8.630059127587446,5.090194331839227
strongly_critical,0.8,0.6,0.6,0.0,14,28,8.578475552928886,5.155655167815045
strongly_critical,0.8,0.6,0.6,0.0,21,1,9.650831648220825,5.9456724903421065
strongly_critical,0.8,0.6,0.6,0.0,21,7,9.259688177860422,5.587004408204734
strongly_critical,0.8,0.6,0.6,0.0,21,14,8.864640249667506,5.243372916277284
strongly_critical,0.8,0.6,0.6,0.0,21,21,8.65147973902399,5.10846389541037
strongly_critical,0.8,0.6,0.6,0.0,21,28,8.657690575698478,5.215683173311598
strongly_critical,0.8,0.6,0.6,0.0,28,1,9.644847895775351,5.939499265611386
strongly_critical,0.8,0.6,0.6,0.0,28,7,9.247472257613413,5.58358449790997
strongly_critical,0.8,0.6,0.6,0.0,28,14,8.881211458091729,5.2397697356203885
strongly_critical,0.8,0.6,0.6,0.0,28,21,8.706640423315019,5.130289549734651
strongly_critical,0.8,0.6,0.6,0.0,28,28,8.749111905672294,5.265102795002512
strongly_critical,0.8,0.6,0.6,0.25,1,1,9.071339478192662,5.590000938821907
strongly_critical,0.8,0.6,0.6,0.25,1,7,8.835115445308311,5.371390486030129
