,Date,S1a_incidences_mean,S1a_incidences_median,S1a_incidences_LL,S1a_incidences_UL,S1a_load_mean,S1a_load_median,S1a_load_LL,S1a_load_UL,S2a_incidences_mean,S2a_incidences_median,S2a_incidences_LL,S2a_incidences_UL,S2a_load_mean,S2a_load_median,S2a_load_LL,S2a_load_UL,S2b1_incidences_mean,S2b1_incidences_median,S2b1_incidences_LL,S2b1_incidences_UL,S2b1_load_mean,S2b1_load_median,S2b1_load_LL,S2b1_load_UL,S2c1_incidences_mean,S2c1_incidences_median,S2c1_incidences_LL,S2c1_incidences_UL,S2c1_load_mean,S2c1_load_median,S2c1_load_LL,S2c1_load_UL,S3_incidences_mean,S3_incidences_median,S3_incidences_LL,S3_incidences_UL,S3_load_mean,S3_load_median,S3_load_LL,S3_load_UL
69,2020-11-09,506.6952572,507.0,462.0,553.0,7027.3316456,7027.0,6831.0,7225.0,507.8065608,508.0,462.0,555.0,7030.8947944,7030.0,6808.0,7264.0,507.3773164,507.0,461.0,555.0,7027.3490288,7025.0,6798.0,7271.0,507.2458024,507.0,461.0,555.0,7026.3966892,7026.0,6802.0,7253.0,506.6680928,506.0,462.0,553.0,7026.8502776,7026.0,6834.0,7224.0
70,2020-11-10,483.1548896,483.0,439.0,528.0,6962.0956912,6962.0,6767.0,7159.0,484.3509068,484.0,439.0,531.0,6966.8409976,6966.0,6745.0,7200.0,483.9514652,484.0,439.0,531.0,6962.997918,6960.0,6735.0,7207.0,483.8540028,484.0,439.0,530.0,6962.0502952,6962.0,6738.0,7188.0,483.1269252,483.0,439.0,528.0,6961.638324,6961.0,6770.0,7157.0
71,2020-11-11,460.9958208,461.0,418.0,505.0,6876.566926,6876.0,6683.0,7072.0,462.3485516,462.0,418.0,508.0,6882.5311324,6881.0,6662.0,7114.0,461.8516492,462.0,418.0,508.0,6878.5056448,6876.0,6653.0,7122.0,461.8418868,462.0,418.0,508.0,6877.63134,6877.0,6655.0,7103.0,460.9722524,461.0,418.0,505.0,6876.062734,6875.0,6686.0,7070.0
72,2020-11-12,439.692828,440.0,398.0,482.0,6773.5064304,6773.0,6582.0,6967.0,441.215554,441.0,398.0,486.0,6780.5960256,6779.0,6561.0,7012.0,440.7069936,440.0,398.0,485.0,6776.4293204,6773.0,6554.0,7020.0,440.6785776,440.0,398.0,486.0,6775.560194,6775.0,6555.0,7000.0,439.707416,440.0,398.0,482.0,6773.0250356,6773.0,6584.0,6965.0
73,2020-11-13,418.3485004,418.0,378.0,460.0,6654.0763488,6654.0,6464.0,6845.0,420.0483724,420.0,378.0,464.0,6662.552854,6661.0,6444.0,6893.0,419.541328,419.0,378.0,463.0,6658.1218948,6655.0,6438.0,6901.0,419.5388848,419.0,378.0,463.0,6657.2677372,6656.0,6438.0,6881.0,418.3479948,418.0,378.0,460.0,6653.6304536,6653.0,6467.0,6843.0
74,2020-11-14,396.7835384,397.0,357.0,437.0,6519.3320668,6519.0,6332.0,6708.0,398.7799468,398.0,358.0,442.0,6529.3653684,6527.0,6313.0,6760.0,398.2117268,398.0,358.0,441.0,6524.604988,6521.0,6307.0,6767.0,398.2698796,398.0,357.0,441.0,6524.055576,6523.0,6307.0,6746.0,396.824592,397.0,357.0,437.0,6518.9805924,6519.0,6334.0,6706.0
75,2020-11-15,375.57034,375.0,337.0,415.0,6371.2080732,6371.0,6186.0,6557.0,377.8732624,378.0,338.0,420.0,6383.1526724,6381.0,6169.0,6613.0,377.304824,377.0,338.0,419.0,6378.2799904,6375.0,6164.0,6621.0,377.418144,377.0,337.0,420.0,6377.8969392,6376.0,6163.0,6600.0,375.6577996,375.0,337.0,415.0,6371.0484332,6371.0,6189.0,6555.0
76,2020-11-16,355.5398736,355.0,318.0,394.0,6212.794514,6213.0,6031.0,6395.0,358.0502248,358.0,319.0,399.0,6226.7173844,6224.0,6015.0,6457.0,357.5029228,357.0,319.0,399.0,6221.5264712,6217.0,6011.0,6463.0,357.6973312,357.0,319.0,399.0,6221.4002128,6219.0,6010.0,6444.0,355.6421636,355.0,318.0,394.0,6212.7945248,6213.0,6033.0,6394.0
77,2020-11-17,337.2909664,337.0,301.0,375.0,6047.2062104,6047.0,5868.0,6227.0,340.00679,340.0,302.0,381.0,6062.9706536,6060.0,5853.0,6295.0,339.506016,339.0,302.0,380.0,6057.7045716,6053.0,5851.0,6300.0,339.7235508,339.0,302.0,380.0,6057.8450544,6055.0,5849.0,6281.0,337.393272,337.0,301.0,375.0,6047.258818,6047.0,5870.0,6226.0
78,2020-11-18,320.9091584,321.0,286.0,357.0,5877.2080484,5877.0,5701.0,6053.0,323.7938752,323.0,287.0,364.0,5895.064606,5891.0,5688.0,6129.0,323.2800984,323.0,286.0,363.0,5889.6184256,5885.0,5686.0,6132.0,323.543224,323.0,286.0,363.0,5890.1683928,5887.0,5684.0,6114.0,321.0435652,321.0,286.0,358.0,5877.4859528,5877.0,5703.0,6053.0
79,2020-11-19,306.308984,306.0,272.0,342.0,5705.4653068,5706.0,5533.0,5878.0,309.2825116,309.0,273.0,348.0,5725.3145908,5721.0,5520.0,5961.0,308.7767688,308.0,273.0,348.0,5719.6135004,5714.0,5519.0,5963.0,309.0690796,309.0,273.0,348.0,5720.4137324,5717.0,5517.0,5945.0,306.442068,306.0,272.0,342.0,5705.9147656,5706.0,5534.0,5879.0
80,2020-11-20,293.2610304,293.0,260.0,328.0,5533.7956924,5534.0,5364.0,5703.0,296.2957188,296.0,261.0,335.0,5555.3624044,5551.0,5352.0,5793.0,295.7945992,295.0,260.0,334.0,5549.663414,5544.0,5353.0,5794.0,296.1004492,296.0,261.0,334.0,5550.7836724,5546.0,5349.0,5778.0,293.3795024,293.0,260.0,328.0,5534.338566,5534.0,5366.0,5704.0
81,2020-11-21,281.5929936,281.0,249.0,316.0,5363.6582248,5364.0,5197.0,5530.0,284.63788,284.0,250.0,322.0,5386.81526,5381.0,5186.0,5626.0,284.1407708,284.0,250.0,322.0,5381.135484,5374.0,5187.0,5626.0,284.4496156,284.0,250.0,322.0,5382.5148624,5378.0,5184.0,5611.0,281.7069848,282.0,249.0,316.0,5364.3630652,5364.0,5199.0,5531.0
82,2020-11-22,270.9012728,271.0,239.0,304.0,5196.2280828,5196.0,5033.0,5359.0,273.9298172,273.0,240.0,311.0,5220.9069576,5215.0,5023.0,5462.0,273.4742156,273.0,240.0,310.0,5215.242194,5208.0,5025.0,5462.0,273.721628,273.0,240.0,310.0,5216.7772504,5211.0,5020.0,5447.0,271.024368,271.0,239.0,304.0,5197.0331556,5197.0,5034.0,5361.0
83,2020-11-23,261.222406,261.0,230.0,294.0,5032.4737292,5032.0,4872.0,5193.0,264.2119808,264.0,231.0,300.0,5058.5081032,5052.0,4863.0,5301.0,263.7599652,263.0,230.0,300.0,5052.6029544,5045.0,4865.0,5299.0,263.9912648,264.0,231.0,300.0,5054.3976204,5048.0,4861.0,5286.0,261.3343164,261.0,230.0,294.0,5033.3415744,5033.0,4874.0,5195.0
84,2020-11-24,252.6490368,252.0,221.0,285.0,4873.2052468,4873.0,4716.0,5030.0,255.6327624,255.0,223.0,291.0,4900.4573184,4893.0,4707.0,5144.0,255.1778644,255.0,222.0,291.0,4894.644456,4886.0,4710.0,5141.0,255.4007268,255.0,223.0,291.0,4896.413218,4890.0,4705.0,5129.0,252.7769552,253.0,222.0,285.0,4874.2516072,4874.0,4717.0,5033.0
85,2020-11-25,244.792064,245.0,214.0,276.0,4719.1020696,4719.0,4565.0,4873.0,247.7036092,247.0,215.0,283.0,4747.2710504,4740.0,4557.0,4991.0,247.3130728,247.0,215.0,282.0,4741.3750992,4732.0,4559.0,4988.0,247.4637108,247.0,215.0,282.0,4743.3886896,4737.0,4554.0,4976.0,244.9346624,245.0,214.0,277.0,4720.0603916,4720.0,4566.0,4876.0
86,2020-11-26,237.4155472,237.0,207.0,269.0,4570.1953712,4570.0,4419.0,4721.0,240.3061144,240.0,208.0,275.0,4599.2058676,4591.0,4412.0,4843.0,239.9091072,239.0,208.0,274.0,4593.4065992,4584.0,4415.0,4841.0,240.0086772,240.0,208.0,274.0,4595.23998,4588.0,4409.0,4828.0,237.5696932,237.0,207.0,269.0,4571.1764144,4571.0,4420.0,4725.0
87,2020-11-27,230.5137288,230.0,201.0,261.0,4426.5562188,4426.0,4279.0,4574.0,233.3406404,233.0,202.0,267.0,4456.2668768,4448.0,4271.0,4700.0,232.9497576,232.0,202.0,267.0,4450.550636,4441.0,4274.0,4698.0,233.0063332,233.0,202.0,266.0,4452.355282,4445.0,4269.0,4684.0,230.6452556,230.0,201.0,262.0,4427.7802004,4427.0,4279.0,4579.0
88,2020-11-28,224.058578,224.0,195.0,254.0,4288.3509752,4288.0,4143.0,4433.0,226.8381608,226.0,196.0,260.0,4318.7025956,4310.0,4137.0,4561.0,226.4793056,226.0,196.0,260.0,4313.0683544,4303.0,4139.0,4559.0,226.5155,226.0,196.0,259.0,4314.6513932,4307.0,4134.0,4546.0,224.224198,224.0,195.0,255.0,4289.5183296,4289.0,4144.0,4438.0
89,2020-11-29,217.9266632,218.0,189.0,248.0,4155.4574044,4155.0,4013.0,4298.0,220.6130684,220.0,190.0,253.0,4186.0599912,4177.0,4007.0,4427.0,220.281632,220.0,190.0,253.0,4180.6697824,4170.0,4009.0,4426.0,220.25375,220.0,190.0,253.0,4182.0697856,4174.0,4003.0,4412.0,218.0537028,218.0,189.0,248.0,4156.7631208,4156.0,4013.0,4303.0
90,2020-11-30,212.1246648,212.0,184.0,242.0,4027.7192084,4028.0,3888.0,4168.0,214.7467772,214.0,185.0,247.0,4058.6221112,4049.0,3882.0,4298.0,214.3793112,214.0,184.0,247.0,4053.348928,4043.0,3884.0,4298.0,214.3223772,214.0,184.0,246.0,4054.6744216,4047.0,3878.0,4282.0,212.2436344,212.0,184.0,242.0,4029.0417288,4029.0,3888.0,4173.0
91,2020-12-01,206.913242,207.0,179.0,236.0,3905.472572,3905.0,3768.0,4043.0,209.4581724,209.0,180.0,241.0,3936.745578,3927.0,3762.0,4174.0,209.1409104,209.0,180.0,241.0,3931.4490228,3921.0,3764.0,4174.0,209.0447352,209.0,179.0,241.0,3932.536594,3925.0,3759.0,4159.0,207.0209588,207.0,179.0,236.0,3906.8547532,3906.0,3768.0,4049.0
92,2020-12-02,202.1063096,202.0,174.0,231.0,3788.7835824,3789.0,3654.0,3925.0,204.6146532,204.0,175.0,236.0,3820.0006648,3810.0,3648.0,4055.0,204.2993012,204.0,175.0,236.0,3814.9628036,3804.0,3650.0,4056.0,204.1632948,204.0,175.0,235.0,3815.7983196,3808.0,3644.0,4040.0,202.231506,202.0,174.0,231.0,3790.1436064,3790.0,3653.0,3930.0
93,2020-12-03,197.4558932,197.0,170.0,226.0,3677.2595168,3677.0,3544.0,3811.0,199.8847364,200.0,171.0,231.0,3708.5949396,3699.0,3539.0,3942.0,199.6082436,199.0,171.0,231.0,3703.5423032,3693.0,3540.0,3943.0,199.4161024,199.0,170.0,230.0,3704.0369916,3696.0,3534.0,3926.0,197.5869044,197.0,170.0,226.0,3678.6097208,3678.0,3544.0,3816.0
94,2020-12-04,193.2083408,193.0,166.0,222.0,3570.899714,3571.0,3439.0,3703.0,195.5818944,195.0,167.0,226.0,3602.1650936,3593.0,3435.0,3833.0,195.2700556,195.0,167.0,226.0,3597.1670476,3586.0,3435.0,3836.0,195.0523272,195.0,166.0,225.0,3597.4620664,3589.0,3429.0,3816.0,193.3149844,193.0,166.0,222.0,3572.2090088,3572.0,3439.0,3708.0
95,2020-12-05,189.1883288,189.0,162.0,217.0,3469.32291,3469.0,3339.0,3600.0,191.476694,191.0,163.0,222.0,3500.4924256,3491.0,3335.0,3729.0,191.202908,191.0,163.0,222.0,3495.7577396,3485.0,3335.0,3732.0,190.9494436,191.0,163.0,221.0,3495.6392376,3488.0,3329.0,3712.0,189.2632116,189.0,162.0,217.0,3470.7289172,3470.0,3339.0,3605.0
96,2020-12-06,185.278286,185.0,158.0,213.0,3372.5986524,3372.0,3244.0,3502.0,187.5103716,187.0,159.0,218.0,3403.4726104,3394.0,3240.0,3629.0,187.239604,187.0,159.0,218.0,3398.8439736,3388.0,3239.0,3633.0,186.9426584,187.0,159.0,217.0,3398.3936376,3391.0,3233.0,3612.0,185.3203452,185.0,158.0,213.0,3373.9395532,3373.0,3244.0,3507.0
97,2020-12-07,181.6872196,182.0,155.0,209.0,3280.52071,3280.0,3153.0,3409.0,183.81897,184.0,156.0,214.0,3311.11264,3302.0,3149.0,3534.0,183.570376,183.0,156.0,214.0,3306.4744036,3296.0,3148.0,3539.0,183.2627504,183.0,155.0,213.0,3305.7157388,3298.0,3142.0,3517.0,181.6935204,182.0,155.0,209.0,3281.5829356,3281.0,3153.0,3414.0
98,2020-12-08,178.6415564,178.0,152.0,206.0,3193.1215864,3193.0,3067.0,3321.0,180.7181596,180.0,153.0,210.0,3223.3440188,3214.0,3063.0,3444.0,180.4753768,180.0,153.0,210.0,3218.9534828,3209.0,3062.0,3449.0,180.1463028,180.0,153.0,209.0,3217.8895708,3211.0,3055.0,3426.0,178.6294904,178.0,152.0,206.0,3194.2078784,3194.0,3066.0,3325.0
99,2020-12-09,175.8710824,176.0,150.0,203.0,3110.4329524,3110.0,2985.0,3237.0,177.8743004,178.0,150.0,207.0,3140.2417068,3131.0,2981.0,3359.0,177.6386276,177.0,150.0,207.0,3136.0079944,3126.0,2980.0,3364.0,177.2759612,177.0,150.0,206.0,3134.5645184,3128.0,2973.0,3340.0,175.8198776,176.0,149.0,203.0,3111.3976808,3111.0,2984.0,3241.0
100,2020-12-10,173.1222652,173.0,147.0,200.0,3032.1081592,3032.0,2908.0,3158.0,174.9972968,175.0,148.0,204.0,3061.4175564,3053.0,2903.0,3277.0,174.820202,174.0,147.0,204.0,3057.2571448,3048.0,2902.0,3283.0,174.407836,174.0,147.0,203.0,3055.5833448,3049.0,2894.0,3259.0,173.0367448,173.0,147.0,200.0,3032.8052212,3032.0,2906.0,3162.0
101,2020-12-11,170.3804164,170.0,144.0,197.0,2957.6672356,2957.0,2834.0,3083.0,172.2263304,172.0,145.0,201.0,2986.5580548,2978.0,2829.0,3200.0,172.0248464,172.0,145.0,201.0,2982.476236,2973.0,2828.0,3206.0,171.6248736,171.0,144.0,200.0,2980.5024092,2974.0,2820.0,3182.0,170.2726408,170.0,144.0,197.0,2958.2021828,2958.0,2832.0,3087.0
102,2020-12-12,167.7654376,168.0,142.0,195.0,2886.9897804,2887.0,2763.0,3013.0,169.529928,169.0,142.0,198.0,2915.298336,2907.0,2758.0,3126.0,169.3705224,169.0,142.0,198.0,2911.3958176,2902.0,2757.0,3133.0,168.9160092,169.0,142.0,197.0,2909.0704308,2903.0,2748.0,3108.0,167.6091644,167.0,142.0,195.0,2887.2403668,2887.0,2761.0,3015.0
103,2020-12-13,165.1906992,165.0,140.0,192.0,2819.5715148,2819.0,2696.0,2945.0,166.8693908,167.0,140.0,195.0,2847.1426244,2839.0,2690.0,3055.0,166.7291028,166.0,140.0,195.0,2843.5093572,2835.0,2689.0,3063.0,166.2520468,166.0,139.0,195.0,2840.900758,2835.0,2680.0,3038.0,165.002848,165.0,139.0,192.0,2819.6490248,2819.0,2694.0,2948.0
104,2020-12-14,162.492196,162.0,137.0,189.0,2755.0900352,2755.0,2632.0,2881.0,164.1243416,164.0,137.0,193.0,2782.149046,2775.0,2625.0,2988.0,163.9733336,164.0,137.0,193.0,2778.6866684,2770.0,2625.0,2996.0,163.5061732,163.0,137.0,192.0,2775.7002552,2770.0,2615.0,2971.0,162.27436,162.0,137.0,189.0,2754.8091464,2754.0,2629.0,2882.0
105,2020-12-15,159.8766364,160.0,134.0,186.0,2693.3345016,2693.0,2570.0,2819.0,161.4528812,161.0,135.0,190.0,2719.8517024,2713.0,2563.0,2924.0,161.3182016,161.0,135.0,190.0,2716.5021536,2708.0,2562.0,2931.0,160.8398028,161.0,134.0,189.0,2713.2479232,2708.0,2552.0,2907.0,159.624128,159.0,134.0,186.0,2692.9381568,2693.0,2567.0,2821.0
106,2020-12-16,157.246298,157.0,132.0,184.0,2634.2416076,2634.0,2511.0,2761.0,158.7934024,159.0,132.0,187.0,2660.0867364,2653.0,2503.0,2861.0,158.6469976,158.0,132.0,187.0,2656.962152,2649.0,2502.0,2870.0,158.177596,158.0,132.0,186.0,2653.408818,2649.0,2491.0,2846.0,156.9277584,157.0,132.0,183.0,2633.4562996,2633.0,2507.0,2762.0
107,2020-12-17,154.5517372,154.0,129.0,181.0,2577.495834,2577.0,2453.0,2704.0,156.0097672,156.0,130.0,184.0,2602.695688,2596.0,2445.0,2802.0,155.9015192,156.0,130.0,184.0,2599.6782144,2592.0,2445.0,2811.0,155.4099364,155.0,129.0,183.0,2595.9039348,2592.0,2433.0,2787.0,154.1582924,154.0,129.0,181.0,2576.3180012,2576.0,2449.0,2705.0
108,2020-12-18,152.05015,152.0,127.0,178.0,2522.8972036,2522.0,2398.0,2651.0,153.4694548,153.0,127.0,181.0,2547.536644,2541.0,2390.0,2745.0,153.3722908,153.0,127.0,181.0,2544.6977268,2537.0,2389.0,2754.0,152.8872932,153.0,126.0,181.0,2540.6009188,2537.0,2376.0,2731.0,151.6273992,151.0,126.0,178.0,2521.3699936,2521.0,2393.0,2651.0
109,2020-12-19,149.5965768,149.0,125.0,176.0,2470.437824,2470.0,2345.0,2599.0,150.9883328,151.0,125.0,179.0,2494.3697992,2489.0,2336.0,2690.0,150.8907876,151.0,125.0,179.0,2491.6189156,2485.0,2336.0,2699.0,150.4173204,150.0,124.0,178.0,2487.4044176,2484.0,2322.0,2677.0,149.1840796,149.0,124.0,175.0,2468.5448884,2468.0,2340.0,2599.0
110,2020-12-20,147.1891124,147.0,122.0,173.0,2419.8342692,2419.0,2293.0,2549.0,148.51522,148.0,122.0,176.0,2443.0976144,2438.0,2283.0,2638.0,148.4235112,148.0,122.0,176.0,2440.5976304,2434.0,2284.0,2647.0,147.9413912,148.0,121.0,176.0,2436.0797096,2433.0,2269.0,2625.0,146.6988112,146.0,122.0,173.0,2417.5352268,2417.0,2287.0,2549.0
111,2020-12-21,144.759958,145.0,120.0,171.0,2370.906326,2370.0,2242.0,2502.0,146.034248,146.0,120.0,174.0,2393.5381448,2389.0,2232.0,2586.0,145.960636,146.0,120.0,174.0,2391.0880248,2385.0,2233.0,2595.0,145.45098,145.0,119.0,173.0,2386.5683884,2384.0,2217.0,2574.0,144.231602,144.0,119.0,170.0,2368.1647172,2368.0,2236.0,2501.0
112,2020-12-22,142.254382,142.0,117.0,168.0,2323.41066,2323.0,2193.0,2456.0,143.513268,143.0,117.0,171.0,2345.4683616,2341.0,2183.0,2537.0,143.4242828,143.0,117.0,171.0,2343.1794528,2337.0,2184.0,2546.0,142.9479756,143.0,116.0,171.0,2338.3926996,2336.0,2167.0,2526.0,141.7033072,141.0,117.0,168.0,2320.3471756,2320.0,2187.0,2455.0
113,2020-12-23,139.7296348,140.0,115.0,166.0,2277.3239036,2277.0,2145.0,2411.0,140.9154288,141.0,115.0,168.0,2298.7155852,2295.0,2134.0,2490.0,140.862704,141.0,115.0,168.0,2296.564826,2291.0,2136.0,2498.0,140.36985,140.0,114.0,168.0,2291.674498,2290.0,2118.0,2479.0,139.1464748,139.0,114.0,165.0,2273.7361472,2274.0,2138.0,2410.0
114,2020-12-24,137.1707892,137.0,112.0,163.0,2232.275452,2232.0,2098.0,2368.0,138.3151268,138.0,112.0,166.0,2253.0744184,2250.0,2087.0,2443.0,138.2624264,138.0,112.0,165.0,2251.0998284,2246.0,2088.0,2451.0,137.756896,138.0,111.0,165.0,2246.0690548,2245.0,2070.0,2433.0,136.5807308,136.0,112.0,163.0,2228.3829032,2229.0,2091.0,2366.0
115,2020-12-25,134.5315408,134.0,110.0,160.0,2188.3148812,2188.0,2052.0,2325.0,135.657974,135.0,110.0,163.0,2208.5355184,2206.0,2040.0,2399.0,135.5999,135.0,110.0,163.0,2206.5985604,2202.0,2042.0,2405.0,135.1079804,135.0,109.0,162.0,2201.4663932,2201.0,2023.0,2389.0,133.9005956,134.0,109.0,160.0,2183.9577408,2184.0,2044.0,2324.0
116,2020-12-26,131.9187956,132.0,107.0,158.0,2145.1424988,2145.0,2006.0,2283.0,132.9768992,133.0,107.0,160.0,2164.7152276,2162.0,1994.0,2355.0,132.9370708,133.0,107.0,160.0,2163.0364368,2159.0,1996.0,2361.0,132.4498612,132.0,106.0,160.0,2157.8123336,2158.0,1976.0,2346.0,131.937422,132.0,107.0,158.0,2141.4445032,2142.0,1999.0,2284.0
117,2020-12-27,129.324574,129.0,105.0,155.0,2102.89194,2103.0,1962.0,2243.0,130.3209136,130.0,105.0,157.0,2121.8769816,2120.0,1949.0,2312.0,130.2582924,130.0,105.0,157.0,2120.2326804,2117.0,1951.0,2317.0,129.7886964,130.0,103.0,157.0,2114.8242516,2115.0,1931.0,2303.0,131.6770776,131.0,107.0,158.0,2102.8173188,2103.0,1958.0,2247.0
118,2020-12-28,126.7699776,127.0,102.0,152.0,2061.4844868,2062.0,1918.0,2203.0,127.6657348,127.0,102.0,154.0,2079.7436428,2078.0,1905.0,2270.0,127.6332744,127.0,102.0,154.0,2078.209302,2075.0,1907.0,2274.0,127.1484808,127.0,101.0,154.0,2072.8064616,2074.0,1886.0,2261.0,133.6136152,133.0,108.0,160.0,2070.3989708,2071.0,1923.0,2217.0
119,2020-12-29,124.267446,124.0,100.0,150.0,2020.9381992,2021.0,1874.0,2164.0,125.0349492,125.0,100.0,152.0,2038.3995684,2037.0,1861.0,2229.0,124.9974084,125.0,100.0,151.0,2036.903582,2035.0,1864.0,2232.0,124.5218996,124.0,98.0,151.0,2031.4484648,2033.0,1843.0,2221.0,137.550956,137.0,111.0,165.0,2046.0225288,2047.0,1894.0,2196.0
120,2020-12-30,121.803388,122.0,98.0,147.0,1981.1235364,1982.0,1832.0,2126.0,122.4256832,122.0,97.0,149.0,1997.6392892,1997.0,1818.0,2188.0,122.4092396,122.0,97.0,149.0,1996.2915212,1994.0,1821.0,2190.0,121.9267336,122.0,96.0,149.0,1990.7607484,1993.0,1800.0,2181.0,143.3626784,143.0,116.0,172.0,2030.9216152,2032.0,1874.0,2185.0
121,2020-12-31,119.4329404,119.0,95.0,145.0,1942.0161636,1943.0,1790.0,2089.0,119.8698388,120.0,95.0,146.0,1957.5951728,1957.0,1776.0,2148.0,119.8457168,120.0,95.0,146.0,1956.349138,1955.0,1779.0,2150.0,119.3713952,119.0,93.0,146.0,1950.7998412,1953.0,1757.0,2141.0,150.4887392,150.0,122.0,180.0,2025.665476,2027.0,1863.0,2185.0
122,2021-01-01,117.09492,117.0,93.0,142.0,1903.8690776,1905.0,1750.0,2052.0,117.327794,117.0,92.0,143.0,1918.1551216,1918.0,1735.0,2109.0,117.3056476,117.0,93.0,143.0,1917.0404588,1916.0,1737.0,2110.0,116.8226996,117.0,91.0,143.0,1911.3303372,1914.0,1716.0,2102.0,158.8447756,159.0,129.0,190.0,2030.9420336,2032.0,1861.0,2196.0
123,2021-01-02,114.8227828,115.0,91.0,140.0,1866.3818956,1867.0,1709.0,2016.0,114.8021032,115.0,90.0,141.0,1879.3799012,1880.0,1694.0,2070.0,114.7773704,115.0,90.0,140.0,1878.2472688,1878.0,1697.0,2071.0,114.3082328,114.0,89.0,141.0,1872.6203896,1876.0,1675.0,2064.0,168.0322964,168.0,136.0,201.0,2046.4030468,2048.0,1867.0,2219.0
124,2021-01-03,112.6194184,112.0,89.0,137.0,1829.7336932,1831.0,1670.0,1981.0,112.3213332,112.0,88.0,138.0,1841.1502576,1842.0,1654.0,2032.0,112.292712,112.0,88.0,138.0,1840.110304,1840.0,1657.0,2032.0,111.8376456,112.0,86.0,138.0,1834.441346,1838.0,1635.0,2026.0,176.2518264,176.0,143.0,211.0,2069.8171368,2071.0,1881.0,2251.0
125,2021-01-04,110.4380848,110.0,87.0,135.0,1793.8656316,1795.0,1632.0,1947.0,109.8766972,110.0,85.0,135.0,1803.4897212,1805.0,1615.0,1994.0,109.8631792,110.0,86.0,135.0,1802.6070208,1803.0,1617.0,1994.0,109.4004692,109.0,84.0,135.0,1796.8222104,1800.0,1595.0,1989.0,182.5028604,182.0,148.0,218.0,2098.0538204,2100.0,1898.0,2289.0
126,2021-01-05,108.3332484,108.0,85.0,133.0,1758.735152,1760.0,1594.0,1913.0,107.4653584,107.0,83.0,133.0,1766.4098404,1768.0,1577.0,1958.0,107.4552784,107.0,83.0,132.0,1765.538326,1766.0,1579.0,1956.0,106.9738908,107.0,82.0,133.0,1759.8384532,1764.0,1557.0,1952.0,186.2549656,186.0,151.0,223.0,2127.6335876,2129.0,1917.0,2328.0
127,2021-01-06,106.292468,106.0,83.0,131.0,1724.3837224,1726.0,1557.0,1880.0,105.0784548,105.0,81.0,130.0,1729.9311668,1732.0,1539.0,1921.0,105.0824708,105.0,81.0,130.0,1729.0723064,1730.0,1541.0,1919.0,104.6184272,105.0,80.0,130.0,1723.3349224,1728.0,1519.0,1916.0,187.7303236,187.0,153.0,224.0,2155.9498112,2157.0,1936.0,2366.0
128,2021-01-07,104.3327172,104.0,81.0,129.0,1690.8545832,1693.0,1521.0,1848.0,102.7499076,103.0,79.0,128.0,1693.8934852,1696.0,1502.0,1885.0,102.7386864,103.0,79.0,127.0,1693.1624064,1694.0,1503.0,1883.0,102.26822,102.0,78.0,128.0,1687.4120708,1692.0,1481.0,1880.0,186.9446692,187.0,152.0,224.0,2180.5795516,2182.0,1951.0,2400.0
129,2021-01-08,102.3939144,102.0,79.0,127.0,1658.0649804,1660.0,1486.0,1817.0,100.4379484,100.0,77.0,125.0,1658.4405432,1661.0,1465.0,1849.0,100.4344736,100.0,77.0,125.0,1657.8119648,1659.0,1467.0,1847.0,99.9860176,100.0,75.0,125.0,1651.9945112,1657.0,1444.0,1845.0,184.4527352,184.0,149.0,221.0,2199.9130664,2201.0,1962.0,2427.0
130,2021-01-09,100.503142,100.0,77.0,125.0,1626.0141752,1628.0,1452.0,1786.0,98.1531516,98.0,75.0,123.0,1623.5689968,1626.0,1430.0,1814.0,98.1536704,98.0,75.0,122.0,1622.8867592,1625.0,1431.0,1811.0,97.7045396,98.0,73.0,123.0,1617.1857644,1623.0,1409.0,1810.0,180.7305572,180.0,146.0,217.0,2213.342566,2214.0,1968.0,2448.0
131,2021-01-10,98.6984236,99.0,75.0,123.0,1594.7743868,1597.0,1418.0,1757.0,95.9334768,96.0,73.0,120.0,1589.2014096,1592.0,1395.0,1779.0,95.9331228,96.0,73.0,120.0,1588.6376324,1591.0,1396.0,1776.0,95.4818504,95.0,71.0,120.0,1582.8160816,1588.0,1373.0,1775.0,176.079896,176.0,142.0,212.0,2220.0629904,2221.0,1968.0,2460.0
132,2021-01-11,96.951518,97.0,74.0,121.0,1564.2158064,1567.0,1385.0,1728.0,93.754316,94.0,71.0,118.0,1555.3342264,1558.0,1360.0,1745.0,93.7683564,94.0,71.0,117.0,1554.8667704,1557.0,1362.0,1742.0,93.31958,93.0,69.0,118.0,1549.0834576,1555.0,1339.0,1741.0,171.016972,171.0,138.0,206.0,2220.4326052,2221.0,1963.0,2466.0
133,2021-01-12,95.2260756,95.0,72.0,119.0,1534.4381432,1537.0,1353.0,1699.0,91.599936,91.0,69.0,115.0,1522.0726676,1525.0,1327.0,1711.0,91.607724,91.0,69.0,115.0,1521.627838,1524.0,1328.0,1708.0,91.1714892,91.0,68.0,115.0,1515.8569116,1522.0,1305.0,1708.0,165.8789756,166.0,133.0,200.0,2214.5882828,2215.0,1953.0,2464.0
