,NIS,area
525,58002,61233605.2483
526,52048,15234368.641
527,56086,45698979.2852
528,31022,80093748.8856
529,13016,17377513.3695
530,24094,37213550.9222
531,34023,10112642.0126
532,31003,72423480.6205
533,42023,32239386.2697
534,44064,14451781.3405
535,71022,102674889.424
536,73006,75974867.5719
537,23103,6865043.83224
538,33016,3596317.30537
539,63048,28713477.1881
540,55040,111267013.601
541,52075,42967353.3275
542,58004,20374319.0916
543,93056,157342415.46
544,11055,38686935.3885
545,11013,8717966.06469
546,42026,23191990.2914
547,41063,27051113.6937
548,24133,36874065.5943
549,25015,22751653.2223
550,55050,34860026.7711
551,92045,39117871.8692
552,63087,109827118.453
553,81015,52622378.8174
554,11039,36095738.3874
555,46014,68246858.6119
556,12040,27355218.3405
557,44048,35434890.1405
558,34009,16976718.6465
559,25048,73732019.6565
560,25044,35027994.0019
561,57003,31363546.3478
562,62015,7285219.09985
563,64075,24481015.2159
564,64065,20910811.0516
565,51012,28579040.0711
566,62096,35246533.619
567,25117,31569976.1582
568,63057,16025384.4383
569,51014,47359682.0544
570,61010,32610863.7412
571,62122,24263716.8207
572,61080,27745648.9091
573,61072,44052704.0996
574,51008,62275703.5065
575,61028,38398721.8031
576,57072,23989715.8032
577,92141,53042623.4575
578,62100,74534750.9795
579,61043,36122703.936
580,53070,70585183.2255
581,63013,97006256.4877
582,92094,175893411.987
583,55086,19396800.3201
584,62026,22586233.1791
585,53053,147558417.617
586,61039,30149837.272
587,56049,30530497.3137
588,84035,140547688.903
589,37015,68845095.3704
590,23088,21573477.4401
591,24086,31182473.1972
592,51004,127904640.73
593,92114,35886998.2045
594,56044,32200747.9363
595,91015,109553799.149
596,38025,97207715.6723
597,11005,7387142.07157
598,42028,33304225.5502
599,72041,65885124.9762
600,72004,64985611.9124
601,71057,51639085.4842
602,12025,65802211.2208
603,32011,55433958.0738
604,71070,53398564.5063
605,24020,58710610.1938
606,12005,29199680.4324
607,71002,22128723.7077
608,34040,44497364.7693
609,45065,33876754.1898
610,41011,13865230.3764
611,45035,68934609.8361
612,36010,24829709.7341
613,23086,24711319.0999
614,73040,33986696.6454
615,21006,5128599.25922
616,71053,107118218.7
617,24011,38964898.9821
618,73098,26802880.535
619,24104,33584626.8019
620,23099,5836322.54316
621,45062,11246343.2411
622,23097,21918964.455
623,73009,51321849.1747
624,45059,56962959.2401
625,45063,26314505.9811
626,33039,94792310.0474
627,24045,39945856.1589
628,57097,61372536.2618
629,23024,40206076.2232
630,24041,34128263.3135
631,23062,45032219.802
632,25037,55553748.1699
633,23064,35932233.8184
634,51019,23281281.3817
635,23023,35290400.2102
636,23100,4189117.43812
637,57095,27158765.9348
