date,age,dose,VOC,e_s,e_i,e_h
2022-09-26,"[45, 55)",none,delta,0.0,0.0,0.0
2022-09-26,"[45, 55)",none,omicron,0.0,0.0,0.0
2022-09-26,"[45, 55)",partial,WT,0.04632359882992881,0.033012219855811334,0.0500507849426817
2022-09-26,"[45, 55)",partial,abc,0.04632359882992881,0.033012219855811334,0.0500507849426817
2022-09-26,"[45, 55)",partial,delta,0.04206395755821121,0.020233296040658558,0.0500507849426817
2022-09-26,"[45, 55)",partial,omicron,0.0026622757948234948,0.011714013497223376,0.03514204049167013
2022-09-26,"[45, 55)",full,WT,0.34788532444161124,0.20819306821999978,0.6019418103768909
2022-09-26,"[45, 55)",full,abc,0.34788532444161124,0.20819306821999978,0.6019418103768909
2022-09-26,"[45, 55)",full,delta,0.2541106546859616,0.10915971588012274,0.6019418103768909
2022-09-26,"[45, 55)",full,omicron,0.00335300840883329,0.05728365298428047,0.21071250879753017
2022-09-26,"[45, 55)",boosted,WT,0.5089275311156327,0.32750745722797703,0.7241713930542091
2022-09-26,"[45, 55)",boosted,abc,0.5089275311156327,0.32750745722797703,0.7241713930542091
2022-09-26,"[45, 55)",boosted,delta,0.4032489505056748,0.1987327301554435,0.7241713930542091
2022-09-26,"[45, 55)",boosted,omicron,0.003395104472836202,0.07381597653215125,0.277785384602653
2022-09-26,"[55, 65)",none,WT,0.0,0.0,0.0
2022-09-26,"[55, 65)",none,abc,0.0,0.0,0.0
2022-09-26,"[55, 65)",none,delta,0.0,0.0,0.0
2022-09-26,"[55, 65)",none,omicron,0.0,0.0,0.0
2022-09-26,"[55, 65)",partial,WT,0.04339155355182437,0.03092271632428863,0.04688282797553438
2022-09-26,"[55, 65)",partial,abc,0.04339155355182437,0.03092271632428863,0.04688282797553438
2022-09-26,"[55, 65)",partial,delta,0.03940152563901294,0.01895263258585432,0.04688282797553438
2022-09-26,"[55, 65)",partial,omicron,0.0024937674455071477,0.01097257676023145,0.03291773028069435
2022-09-26,"[55, 65)",full,WT,0.34019914596628537,0.20269046936550855,0.595557863573934
2022-09-26,"[55, 65)",full,abc,0.34019914596628537,0.20269046936550855,0.595557863573934
2022-09-26,"[55, 65)",full,delta,0.24712142899558054,0.10584758229675365,0.595557863573934
2022-09-26,"[55, 65)",full,omicron,0.003123119779903246,0.0554035051969491,0.20487749635120472
2022-09-26,"[55, 65)",boosted,WT,0.49374679851649894,0.3157614850615842,0.7139322335721983
2022-09-26,"[55, 65)",boosted,abc,0.49374679851649894,0.3157614850615842,0.7139322335721983
2022-09-26,"[55, 65)",boosted,delta,0.3876514257403519,0.19279548153354165,0.7139322335721983
2022-09-26,"[55, 65)",boosted,omicron,0.0017295438778165563,0.06682370599730254,0.2589843243385218
2022-09-26,"[65, 75)",none,WT,0.0,0.0,0.0
2022-09-26,"[65, 75)",none,abc,0.0,0.0,0.0
2022-09-26,"[65, 75)",none,delta,0.0,0.0,0.0
2022-09-26,"[65, 75)",none,omicron,0.0,0.0,0.0
2022-09-26,"[65, 75)",partial,WT,0.03973053557039949,0.02831371500419274,0.04292724532893738
2022-09-26,"[65, 75)",partial,abc,0.03973053557039949,0.02831371500419274,0.04292724532893738
