social scenario,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
relaxation date,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01
daily vaccinations,40000,40000,40000,40000,40000,40000,40000,40000,60000,60000,60000,60000,60000,60000,60000,60000,40000,40000,40000,40000,40000,40000,40000,40000,60000,60000,60000,60000,60000,60000,60000,60000
vaccination order,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young
results,incidences_mean,incidences_median,incidences_LL,incidences_UL,load_mean,load_median,load_LL,load_UL,incidences_mean,incidences_median,incidences_LL,incidences_UL,load_mean,load_median,load_LL,load_UL,incidences_mean,incidences_median,incidences_LL,incidences_UL,load_mean,load_median,load_LL,load_UL,incidences_mean,incidences_median,incidences_LL,incidences_UL,load_mean,load_median,load_LL,load_UL
2020-09-01,11.69,11.0,7.0,18.049999999999983,196.74,196.5,166.47500000000002,222.52499999999998,11.49,12.0,4.475,17.0,194.93,194.0,170.325,218.52499999999998,11.46,11.0,5.0,19.0,195.98,195.0,171.47500000000002,225.52499999999998,11.88,12.0,7.0,19.0,195.67,196.5,173.0,221.04999999999998
2020-09-02,12.51,12.0,6.0,20.0,196.09,195.0,170.325,223.09999999999997,12.29,12.0,6.475,19.52499999999999,192.29,192.5,167.0,217.0,12.35,12.0,6.0,19.52499999999999,194.69,193.5,171.95,224.52499999999998,12.26,12.0,5.95,18.52499999999999,192.84,194.0,165.89999999999998,215.52499999999998
2020-09-03,12.93,13.0,7.0,20.574999999999974,189.04,187.5,165.475,215.04999999999998,12.38,12.0,5.475,19.0,191.48,192.5,164.95,217.52499999999998,12.51,12.0,5.475,20.0,192.37,192.0,167.475,220.52499999999998,12.02,12.0,5.475,18.0,190.28,190.0,164.95,220.24999999999991
2020-09-04,11.92,11.5,6.0,19.0,185.03,185.0,157.0,210.09999999999997,11.65,11.0,6.0,19.52499999999999,189.15,189.0,165.0,221.52499999999998,12.33,12.0,6.475,19.52499999999999,187.45,187.0,167.0,215.52499999999998,12.89,13.0,7.0,19.0,188.83,187.5,163.47500000000002,220.09999999999997
2020-09-05,12.33,12.0,6.475,19.0,183.06,183.0,156.47500000000002,219.67499999999995,11.69,11.0,6.0,17.52499999999999,182.41,183.0,153.95,216.04999999999998,11.49,11.0,6.0,19.0,182.37,182.0,156.0,208.575,11.7,12.0,5.475,19.049999999999983,184.92,185.0,160.95,213.52499999999998
2020-09-06,11.27,11.0,5.0,18.049999999999983,180.54,182.0,155.375,202.04999999999998,11.74,12.0,6.475,18.0,178.08,181.0,145.325,203.52499999999998,11.81,12.0,6.475,18.0,181.08,180.0,159.475,202.0,11.71,12.0,5.475,17.52499999999999,181.49,183.5,153.0,205.52499999999998
2020-09-07,12.0,12.0,6.0,17.0,181.06,180.5,156.47500000000002,209.52499999999998,11.65,12.0,6.0,17.0,178.37,178.5,156.375,198.04999999999998,11.76,12.0,7.0,18.52499999999999,177.6,177.0,152.95,203.575,11.71,12.0,5.475,19.0,181.22,181.0,157.95,207.04999999999998
2020-09-08,12.04,12.0,7.0,18.0,177.29,177.0,152.0,203.52499999999998,12.61,13.0,7.0,19.52499999999999,175.38,175.0,146.0,199.52499999999998,11.65,11.5,6.0,19.0,176.75,176.0,150.475,211.09999999999997,12.02,12.0,6.0,18.52499999999999,178.87,178.5,156.47500000000002,200.0
2020-09-09,12.74,13.0,6.0,22.52499999999999,179.53,179.0,154.475,202.52499999999998,13.11,13.0,5.475,22.049999999999983,175.77,176.0,150.425,198.52499999999998,12.65,13.0,6.0,21.52499999999999,175.16,175.5,141.375,202.52499999999998,12.74,12.0,7.0,20.0,174.7,174.0,152.475,200.575
2020-09-10,13.39,13.0,7.0,21.52499999999999,174.08,174.0,149.95,197.04999999999998,13.34,13.0,6.0,21.0,176.22,175.0,152.0,206.04999999999998,13.7,14.0,6.475,20.52499999999999,177.36,177.0,152.0,202.04999999999998,13.51,13.5,7.475,21.0,173.39,175.0,144.0,203.575
2020-09-11,14.12,14.0,9.0,20.52499999999999,178.86,179.0,154.425,204.09999999999997,14.14,14.0,9.0,21.52499999999999,177.14,178.0,148.47500000000002,201.0,13.84,14.0,6.475,21.0,177.41,178.0,152.8,201.67499999999995,13.43,14.0,7.0,19.0,174.32,176.0,148.47500000000002,194.52499999999998
2020-09-12,14.7,15.0,8.0,23.0,178.57,177.5,152.95,209.575,14.64,14.0,8.475,23.0,179.51,179.0,157.475,206.09999999999997,14.8,15.0,8.0,23.0,177.29,179.0,151.47500000000002,206.52499999999998,14.97,15.0,8.0,23.0,179.83,179.5,154.95,205.0
2020-09-13,15.86,16.0,9.0,22.52499999999999,179.89,179.5,157.475,204.575,15.57,15.0,8.0,23.0,179.69,178.0,157.95,209.575,16.26,16.5,9.475000000000001,24.0,179.95,179.0,158.47500000000002,204.52499999999998,15.38,15.0,8.0,22.52499999999999,179.57,181.0,150.375,208.04999999999998
2020-09-14,17.18,18.0,10.0,24.52499999999999,182.88,183.0,155.475,208.62499999999994,15.96,16.0,8.0,25.049999999999983,181.97,182.5,154.475,203.575,17.49,17.0,9.475000000000001,27.52499999999999,185.14,187.0,156.375,209.04999999999998,15.91,16.0,8.475,25.52499999999999,182.04,182.0,156.375,212.04999999999998
2020-09-15,18.69,19.0,8.0,27.0,186.14,184.0,164.0,211.52499999999998,18.02,17.5,10.475000000000001,26.0,189.86,187.5,164.475,218.52499999999998,18.78,19.0,12.475,26.0,189.98,189.0,168.0,213.575,18.44,18.0,12.0,26.52499999999999,187.96,187.5,162.425,214.04999999999998
2020-09-16,19.3,19.0,12.0,28.049999999999983,193.56,193.0,169.9,221.0,19.32,19.0,10.475000000000001,30.0,194.28,194.0,162.95,218.52499999999998,19.66,20.0,12.475,32.0,195.51,196.0,169.95,221.52499999999998,19.85,20.0,11.0,29.0,197.19,196.5,169.425,226.575
2020-09-17,21.31,22.0,12.0,29.0,201.49,200.0,179.0,236.09999999999997,21.39,22.0,13.0,29.0,203.44,204.0,174.9,228.04999999999998,21.54,21.0,14.0,31.0,205.66,207.0,179.475,236.04999999999998,21.3,21.5,14.0,30.0,204.81,205.5,178.47500000000002,231.04999999999998
2020-09-18,23.32,22.5,13.475000000000001,34.0,212.32,213.0,185.47500000000002,243.04999999999998,23.19,23.0,14.475000000000001,33.0,207.01,205.5,180.0,234.52499999999998,22.81,22.0,14.0,33.52499999999999,213.52,213.5,181.0,254.09999999999997,22.99,23.0,15.0,31.52499999999999,211.03,210.5,186.475,235.04999999999998
2020-09-19,24.7,25.0,16.0,35.04999999999998,221.73,222.0,196.95,249.04999999999998,26.14,26.0,15.475,39.04999999999998,225.36,226.5,192.95,257.09999999999997,24.78,24.0,16.0,35.0,223.45,223.0,193.0,251.62499999999994,24.4,24.0,15.0,34.52499999999999,222.93,224.0,195.325,247.0
2020-09-20,27.25,27.0,19.0,36.52499999999999,235.76,234.0,205.95,265.525,26.88,26.0,17.0,39.52499999999999,235.51,236.0,210.47500000000002,261.0,26.49,26.0,18.0,36.52499999999999,233.95,236.0,206.425,256.0,26.7,26.5,18.0,37.0,236.26,236.0,214.95,257.525
2020-09-21,29.8,29.5,22.0,39.52499999999999,252.14,252.0,225.47500000000002,285.525,29.24,29.5,17.950000000000003,41.52499999999999,248.69,249.5,217.89999999999998,279.525,29.09,29.0,19.475,40.04999999999998,248.18,248.5,224.0,278.1499999999999,29.72,29.0,21.475,40.52499999999999,250.74,249.5,222.47500000000002,280.625
2020-09-22,32.3,32.0,22.475,45.04999999999998,264.43,264.0,232.425,299.7249999999999,32.03,32.0,22.0,41.04999999999998,265.7,267.0,239.0,292.09999999999997,32.15,32.5,21.950000000000003,42.04999999999998,265.48,265.0,234.475,295.04999999999995,32.42,33.0,23.0,43.52499999999999,264.32,264.5,236.425,294.575
2020-09-23,35.22,35.0,25.475,47.574999999999974,282.65,285.0,248.0,312.525,33.5,34.0,23.475,44.52499999999999,283.53,283.0,247.47500000000002,316.09999999999997,34.61,35.0,22.475,47.574999999999974,285.98,285.5,249.375,318.525,35.38,35.0,24.0,47.52499999999999,284.24,285.0,253.47500000000002,311.0
2020-09-24,38.22,39.0,28.475,50.04999999999998,303.37,306.5,266.225,337.575,39.3,39.0,27.475,52.04999999999998,303.57,304.0,270.0,344.82499999999993,39.27,40.0,25.475,53.0,303.67,301.0,269.475,335.0,38.5,39.5,26.475,50.574999999999974,306.66,307.0,273.475,338.525
2020-09-25,42.42,42.5,32.0,55.0,330.35,332.0,290.42499999999995,365.525,43.38,43.0,33.0,55.0,323.23,322.5,290.475,360.7249999999999,42.19,42.0,32.0,56.52499999999999,325.02,323.5,290.42499999999995,359.57499999999993,42.74,43.0,31.475,55.04999999999998,326.54,328.0,291.95000000000005,359.19999999999993
2020-09-26,47.49,48.5,31.950000000000003,60.0,350.54,350.0,315.85,382.0,46.27,46.0,34.0,60.0,352.99,354.0,316.95000000000005,387.09999999999997,46.14,46.0,31.950000000000003,59.52499999999999,353.3,357.0,316.475,385.62499999999994,45.49,45.0,33.0,58.0,352.83,353.0,314.9,390.575
2020-09-27,48.58,48.0,36.0,62.52499999999999,380.64,379.5,340.95,421.575,50.27,49.0,39.0,63.0,381.91,381.5,344.475,418.0,49.66,49.5,37.95,63.04999999999998,383.18,382.0,354.9,418.09999999999997,50.11,51.0,38.474999999999994,63.04999999999998,381.04,377.5,350.0,420.04999999999995
2020-09-28,53.9,53.5,41.474999999999994,66.52499999999999,410.69,412.5,371.475,450.575,55.87,55.0,41.0,69.52499999999999,410.66,411.0,378.42499999999995,450.05,55.06,56.0,39.95,67.52499999999999,409.51,413.0,367.475,445.0,55.86,56.0,42.0,68.52499999999999,409.98,411.0,371.95000000000005,452.0
2020-09-29,60.18,59.0,49.0,77.0,450.29,449.0,416.375,495.0,60.26,60.5,43.95,74.57499999999997,443.61,443.5,404.475,477.15,59.31,59.5,47.0,74.04999999999998,444.31,443.5,404.85,482.525,59.46,60.0,43.900000000000006,75.52499999999999,444.71,447.0,402.325,479.0
2020-09-30,64.62,64.5,50.0,80.0,479.63,477.5,440.95000000000005,527.5749999999999,64.33,65.0,47.475,80.04999999999998,482.09,479.5,439.425,530.625,66.88,67.0,51.0,84.52499999999999,484.89,486.5,451.425,521.525,65.39,65.0,52.0,81.52499999999999,484.15,481.0,445.175,528.0
2020-10-01,69.96,70.0,56.0,86.04999999999998,525.22,527.0,479.85,569.525,70.58,71.0,56.0,81.52499999999999,526.7,528.5,483.425,572.05,72.04,73.0,56.95,88.0,524.95,525.0,483.9,568.5749999999999,72.02,72.0,58.0,88.57499999999997,524.58,521.0,485.425,563.05
2020-10-02,78.84,80.0,63.0,92.0,573.14,571.5,539.425,611.525,77.77,78.0,59.0,94.0,571.17,571.5,526.0,614.05,78.83,78.5,63.425000000000004,94.52499999999999,575.65,571.0,530.475,626.05,78.89,78.0,62.0,99.0,571.83,572.0,529.375,615.05
2020-10-03,87.2,87.0,69.475,104.52499999999999,622.52,621.0,579.375,673.1499999999999,86.96,86.0,71.9,106.0,624.81,627.5,578.95,663.525,86.64,87.0,70.0,100.0,622.53,624.0,579.325,663.0999999999999,85.51,86.5,65.425,104.52499999999999,624.32,623.0,575.0,672.0999999999999
2020-10-04,92.53,93.0,75.95,109.0,679.89,677.5,635.425,737.525,93.49,94.0,75.0,111.52499999999999,672.89,673.0,629.475,722.7249999999999,94.84,94.0,79.475,114.04999999999998,677.82,676.0,636.9,723.525,93.29,93.0,74.475,115.52499999999999,677.95,674.5,631.425,723.675
2020-10-05,103.1,103.0,88.475,121.04999999999998,742.43,741.0,695.475,794.0999999999999,103.06,103.0,81.94999999999999,124.04999999999998,734.65,734.0,690.475,786.0999999999999,104.06,105.0,86.95,124.52499999999999,746.09,746.5,680.95,795.05,102.5,103.0,84.0,121.52499999999999,743.74,744.0,698.425,798.1499999999999
2020-10-06,113.9,112.0,96.475,138.0,810.97,813.0,753.175,861.575,115.06,115.0,95.95,136.0,814.21,814.5,766.375,864.3,114.83,115.5,96.0,132.575,809.55,813.5,756.4749999999999,866.0,113.22,114.0,93.475,132.575,810.62,809.5,761.95,866.0999999999999
2020-10-07,126.14,126.0,107.95,149.0,881.19,878.5,831.4749999999999,941.1999999999999,125.85,125.0,100.9,149.52499999999998,885.21,888.0,830.325,939.625,128.57,129.0,107.95,146.04999999999998,882.64,883.0,830.0,939.7249999999999,125.09,125.0,104.425,144.0,890.54,891.0,826.95,953.7249999999999
2020-10-08,138.71,139.0,117.95,158.52499999999998,973.28,970.0,917.4749999999999,1043.05,140.03,140.0,117.0,160.04999999999998,974.7,974.5,909.5999999999999,1038.9249999999997,135.49,136.0,112.95,156.52499999999998,970.53,973.0,913.95,1026.0,137.46,139.0,112.42500000000001,158.52499999999998,968.79,970.5,913.95,1029.575
2020-10-09,149.9,150.0,127.475,175.0,1062.87,1061.5,1003.8499999999999,1130.0,151.13,151.0,130.475,177.04999999999998,1058.66,1057.5,994.75,1124.0500000000002,152.18,151.0,132.0,177.04999999999998,1058.89,1058.5,993.975,1119.525,151.11,150.0,132.0,171.52499999999998,1063.14,1067.0,995.125,1123.675
2020-10-10,164.85,165.0,136.425,188.7249999999999,1167.94,1163.0,1092.275,1248.0,167.2,167.0,144.47500000000002,192.52499999999998,1168.29,1170.5,1107.75,1230.1,166.07,167.0,143.95,187.52499999999998,1173.22,1170.0,1105.8000000000002,1239.625,166.79,167.0,142.475,194.52499999999998,1164.32,1164.0,1103.95,1226.575
2020-10-11,180.94,180.0,159.475,206.04999999999998,1282.81,1282.0,1225.0,1341.0,186.11,187.5,161.0,211.575,1275.53,1274.0,1209.3249999999998,1338.575,180.84,181.0,158.425,201.0,1277.39,1276.5,1202.225,1343.725,181.53,181.0,157.95,206.0,1278.97,1278.0,1210.85,1331.625
2020-10-12,200.3,199.0,174.475,224.0,1398.54,1396.5,1323.425,1480.775,198.97,199.0,170.425,220.52499999999998,1407.22,1399.5,1333.95,1477.625,201.6,202.0,174.425,229.04999999999998,1393.32,1398.0,1315.7,1480.2,199.01,198.0,173.47500000000002,226.04999999999998,1398.65,1395.5,1315.475,1460.525
2020-10-13,220.53,221.0,196.475,242.0,1535.32,1535.5,1470.0,1627.2999999999997,221.63,224.0,190.425,246.05,1538.19,1540.5,1459.475,1617.7749999999999,221.62,221.0,195.425,252.52499999999998,1536.78,1534.5,1463.75,1611.0500000000002,219.53,220.0,193.47500000000002,245.04999999999998,1539.94,1542.5,1466.95,1616.05
2020-10-14,241.97,243.5,214.89999999999998,269.04999999999995,1687.64,1685.0,1587.9,1781.0500000000002,242.11,242.5,208.47500000000002,280.04999999999995,1689.8,1688.5,1609.85,1760.525,241.32,241.0,210.425,271.15,1687.75,1688.0,1612.425,1758.1,240.48,239.0,211.0,273.575,1690.32,1697.0,1592.85,1755.875
2020-10-15,263.11,262.5,234.89999999999998,293.0,1848.05,1847.0,1762.975,1926.0,266.34,268.0,237.425,294.0,1849.12,1853.5,1757.125,1924.525,266.06,265.0,238.9,295.525,1854.58,1855.0,1775.8,1925.0,265.14,266.0,236.475,289.575,1860.24,1862.0,1780.0,1933.725
2020-10-16,290.37,293.0,254.0,321.525,2033.87,2032.5,1948.475,2123.25,289.28,289.0,262.425,318.05,2033.09,2032.0,1942.75,2121.05,290.54,289.0,259.95,324.0,2031.13,2031.0,1940.85,2132.2,292.36,291.0,264.425,322.575,2034.04,2035.0,1954.4750000000001,2126.3999999999996
2020-10-17,318.38,320.5,285.475,353.575,2227.76,2230.5,2135.85,2326.625,318.43,317.5,284.425,357.525,2230.94,2232.0,2136.2749999999996,2323.25,318.15,318.0,284.475,350.09999999999997,2220.84,2213.0,2131.325,2317.3,318.22,319.0,286.0,353.0,2221.92,2220.5,2135.9,2303.725
2020-10-18,348.32,348.0,308.425,382.62499999999994,2444.47,2440.0,2358.7,2543.875,351.84,349.0,316.475,400.15,2441.74,2441.0,2340.225,2566.725,346.42,346.0,310.475,381.525,2444.85,2450.0,2343.55,2539.15,346.81,347.0,310.475,381.67499999999995,2441.11,2444.5,2338.425,2535.875
2020-10-19,382.84,382.5,348.425,424.625,2685.87,2688.5,2562.4,2776.3,381.97,383.0,340.7,419.0,2676.7,2674.0,2569.0,2813.675,380.75,381.0,347.0,419.67499999999995,2678.2,2681.0,2566.425,2791.3999999999996,384.44,383.5,342.0,427.09999999999997,2693.31,2697.5,2556.2250000000004,2816.45
2020-10-20,422.58,422.0,381.95000000000005,468.57499999999993,2938.24,2935.0,2838.7,3041.825,421.17,420.5,381.79999999999995,464.7249999999999,2939.81,2933.5,2835.0,3082.8999999999996,421.89,421.0,389.475,460.0,2940.64,2946.0,2824.9,3042.05,416.5,416.0,380.95000000000005,459.57499999999993,2934.1,2931.5,2823.375,3041.925
2020-10-21,459.88,458.5,425.375,502.575,3220.06,3221.0,3101.95,3353.25,460.33,457.5,413.32500000000005,505.04999999999995,3226.24,3232.5,3111.9,3339.3999999999996,462.88,460.0,427.32500000000005,506.525,3231.0,3225.5,3091.8,3380.975,458.77,460.0,412.9,504.525,3224.28,3227.5,3118.55,3346.05
2020-10-22,500.09,499.5,462.9,545.0,3524.03,3525.0,3412.6499999999996,3642.5249999999996,498.45,495.5,453.475,545.25,3535.43,3538.5,3396.0,3675.575,501.01,502.0,452.32500000000005,543.05,3534.15,3542.5,3421.7,3649.0,504.36,503.5,465.0,546.5250000000001,3527.12,3529.5,3397.0,3642.625
2020-10-23,543.03,544.5,498.79999999999995,601.575,3853.38,3862.5,3712.425,3998.1,543.8,545.5,499.9,583.1499999999999,3854.74,3853.5,3709.925,3972.0,548.6,547.0,492.75,594.5250000000001,3851.0,3854.0,3707.375,3994.15,541.68,542.5,491.75,593.05,3864.51,3861.5,3736.175,4017.9249999999997
2020-10-24,585.92,585.0,540.9000000000001,627.05,4205.4,4209.0,4043.325,4345.699999999999,586.83,586.5,533.8,639.05,4204.59,4200.0,4087.4750000000004,4341.825,584.65,587.5,531.275,629.0,4199.65,4203.5,4078.4750000000004,4321.0,584.18,585.0,530.425,631.1499999999999,4209.35,4218.0,4069.75,4324.05
2020-10-25,631.24,634.0,580.95,673.0,4571.78,4570.5,4409.5,4737.25,628.13,630.5,575.325,674.0999999999999,4578.46,4577.0,4433.225,4734.9,623.26,624.5,581.425,668.15,4561.27,4576.0,4359.5,4729.200000000001,628.84,630.0,579.375,675.625,4567.11,4572.5,4427.475,4718.525
2020-10-26,667.29,663.0,614.0,726.575,4960.45,4962.0,4771.075,5130.799999999999,669.6,670.5,617.425,721.05,4954.27,4951.5,4792.975,5112.75,664.03,663.5,606.0,714.1499999999999,4947.76,4936.0,4800.9,5137.35,668.87,672.0,614.475,714.575,4953.67,4945.5,4784.85,5109.575
2020-10-27,707.14,707.0,658.325,757.05,5359.72,5364.5,5181.35,5509.7,700.25,700.0,644.85,748.0,5350.38,5353.0,5182.549999999999,5526.15,702.99,704.0,658.2750000000001,744.5749999999999,5339.19,5344.5,5168.55,5519.15,703.67,705.0,653.2750000000001,745.575,5352.17,5360.5,5188.125,5540.849999999999
2020-10-28,738.68,736.5,693.8,778.0,5754.47,5762.5,5585.375,5918.049999999999,737.57,739.0,695.475,788.675,5749.8,5747.5,5593.025,5914.875,738.13,739.5,686.85,791.525,5735.02,5740.5,5540.6,5932.775,741.94,737.5,697.425,792.5749999999999,5740.63,5746.5,5510.174999999999,5933.2
2020-10-29,768.41,769.5,721.4749999999999,822.525,6131.69,6133.5,5954.1,6297.200000000001,765.41,764.0,717.95,818.5250000000001,6129.36,6111.0,5953.9,6368.975,760.94,763.5,702.375,820.0,6115.19,6114.5,5955.275,6285.5,760.71,760.0,717.0,810.05,6134.72,6138.0,5971.75,6301.325
2020-10-30,763.29,764.5,702.325,817.05,6481.15,6481.0,6309.55,6646.4,770.24,768.0,723.475,824.0999999999999,6476.6,6478.0,6269.55,6659.049999999999,766.75,766.0,703.95,817.0,6466.96,6458.0,6258.424999999999,6673.6,768.17,766.0,722.9,823.675,6484.13,6490.5,6284.65,6707.975
2020-10-31,771.57,768.0,730.95,822.675,6802.13,6811.0,6583.225,6986.575,760.24,761.0,708.475,821.625,6777.3,6777.0,6559.225,7013.15,762.31,761.0,698.425,820.525,6800.35,6799.0,6623.9,6995.875,762.94,759.5,710.475,820.575,6796.02,6799.0,6613.424999999999,7001.825
2020-11-01,748.55,752.0,700.95,807.0,7065.55,7062.5,6876.825000000001,7251.6,749.43,750.5,702.425,806.575,7060.5,7057.5,6850.5,7272.05,749.36,747.0,702.475,808.0,7061.34,7081.0,6836.65,7267.525,747.95,749.0,689.9,804.05,7066.99,7065.0,6858.375,7301.15
2020-11-02,726.89,725.0,675.475,783.05,7279.26,7278.0,7090.4,7473.799999999999,725.77,722.0,672.275,797.05,7260.62,7261.5,7041.375,7470.1,727.62,729.5,669.0,773.05,7266.46,7276.0,7021.75,7461.65,721.82,723.5,661.95,777.0999999999999,7274.13,7274.5,7084.25,7457.1
2020-11-03,704.16,705.0,656.9,754.1499999999999,7458.01,7457.0,7224.425,7652.825000000001,704.43,705.5,645.0,775.8249999999999,7439.76,7431.0,7239.825,7654.275,706.32,708.0,658.4749999999999,755.0999999999999,7457.14,7455.0,7265.4,7626.0,698.54,698.0,642.8,749.5250000000001,7458.13,7471.5,7201.85,7679.95
2020-11-04,680.26,681.0,628.75,730.5250000000001,7581.39,7573.5,7342.55,7763.825,671.81,675.5,624.425,718.525,7571.46,7572.0,7366.275,7779.075,681.14,682.0,631.9,731.05,7564.21,7552.0,7330.549999999999,7831.449999999999,675.9,673.0,621.6,735.1999999999999,7573.26,7584.5,7364.5,7753.2
2020-11-05,647.56,649.5,597.8,701.0,7657.28,7669.0,7403.325000000001,7874.299999999999,646.28,644.0,597.425,689.0999999999999,7634.99,7632.0,7451.9,7831.200000000001,645.05,646.0,584.5,689.575,7656.06,7643.0,7449.225,7908.599999999999,644.4,645.5,595.0,694.0,7646.53,7649.5,7448.3,7842.825
2020-11-06,619.05,619.5,569.325,666.5250000000001,7692.34,7687.0,7419.950000000001,7945.175,619.87,619.5,574.475,671.0,7676.92,7674.5,7482.95,7891.0,618.02,617.5,562.375,665.0999999999999,7676.58,7699.5,7436.5,7880.299999999999,618.15,617.5,572.95,676.575,7705.61,7708.0,7462.475,7915.0
2020-11-07,587.32,585.0,535.9,624.5749999999999,7692.27,7689.0,7455.975,7906.725,587.87,589.0,537.9000000000001,632.5749999999999,7672.35,7683.5,7440.325,7866.824999999999,591.24,587.5,548.0,634.5250000000001,7676.4,7684.0,7466.425,7948.65,587.21,589.5,549.475,625.05,7693.98,7692.0,7501.375,7913.375
2020-11-08,555.33,555.5,509.0,605.05,7660.63,7664.0,7461.95,7844.4,555.9,556.5,510.9,595.05,7632.37,7624.0,7395.799999999999,7875.35,561.02,562.0,504.95000000000005,606.3499999999999,7643.32,7645.5,7440.15,7866.099999999999,560.58,563.0,505.0,608.0999999999999,7662.78,7672.0,7442.0,7860.775
2020-11-09,530.46,532.5,491.475,580.525,7607.31,7621.5,7394.425,7774.35,525.58,524.0,487.475,571.3,7559.16,7555.5,7365.425,7778.1,529.27,531.5,485.85,573.675,7583.77,7588.0,7352.85,7793.125,530.39,529.0,476.375,582.1499999999999,7580.96,7577.0,7366.9,7836.875
2020-11-10,500.84,499.5,460.95000000000005,544.625,7478.64,7480.0,7297.125,7700.15,496.04,492.5,460.475,537.0999999999999,7473.49,7466.5,7256.424999999999,7702.1,496.15,495.5,460.475,533.5250000000001,7478.62,7491.0,7249.299999999999,7651.924999999999,502.06,502.0,454.9,536.5749999999999,7490.24,7490.0,7296.875,7712.674999999999
2020-11-11,475.75,477.5,443.0,521.525,7361.54,7358.0,7178.75,7547.45,471.12,474.0,426.475,516.8249999999999,7335.84,7335.0,7084.0,7541.675,471.27,473.5,431.95,508.1,7364.25,7376.5,7139.675,7534.0,472.3,470.5,433.375,515.525,7378.27,7385.5,7167.9,7591.474999999999
2020-11-12,451.53,452.0,409.65,494.6749999999999,7228.04,7225.5,6973.1,7436.075,447.09,445.0,403.42499999999995,503.0,7226.66,7232.5,6978.225,7447.575000000001,450.99,449.0,404.475,506.67499999999995,7234.34,7235.0,7024.925,7444.974999999999,445.05,445.0,410.425,484.19999999999993,7232.29,7241.0,7033.35,7422.625
2020-11-13,421.73,422.0,381.0,463.2499999999999,7073.81,7064.0,6902.025,7256.675,421.61,423.0,378.225,461.09999999999997,7057.55,7045.5,6871.65,7285.049999999999,427.16,428.5,388.42499999999995,461.525,7073.88,7065.0,6878.6,7289.299999999999,422.63,424.5,382.075,463.525,7058.65,7063.0,6861.8,7216.049999999999
2020-11-14,404.8,408.5,364.32500000000005,439.625,6900.02,6891.0,6701.85,7104.975,401.04,399.5,363.7,446.05,6875.79,6865.0,6652.125,7089.825,404.45,403.5,372.9,444.625,6913.32,6915.5,6744.0,7105.5,403.72,401.5,364.42499999999995,454.19999999999993,6902.07,6892.0,6737.225,7071.625
2020-11-15,381.91,383.0,343.425,414.525,6737.92,6738.5,6483.45,6953.2,379.3,379.0,338.9,424.7249999999999,6710.26,6701.0,6518.95,6919.1,383.49,380.0,346.95000000000005,422.575,6721.53,6714.0,6536.425,6941.575,379.23,379.0,341.95000000000005,416.19999999999993,6722.07,6710.5,6558.95,6896.224999999999
2020-11-16,361.76,361.0,322.0,401.7249999999999,6569.13,6583.0,6345.475,6789.125,360.91,361.5,323.275,402.0,6537.76,6546.5,6341.0,6733.6,361.26,362.5,317.95000000000005,397.525,6546.01,6533.0,6349.95,6732.674999999999,357.34,357.5,322.425,394.525,6549.96,6544.0,6367.75,6726.15
2020-11-17,343.39,341.0,306.475,383.04999999999995,6382.99,6384.0,6152.725,6560.775,344.58,345.5,311.95000000000005,385.575,6328.95,6319.5,6113.375,6543.625,344.99,343.5,308.85,382.575,6363.81,6360.0,6145.075,6549.175,343.48,343.0,308.95,386.39999999999986,6357.04,6359.5,6157.325,6542.575
2020-11-18,324.36,323.0,292.9,367.0,6167.69,6169.0,5957.225,6381.575000000001,327.36,327.0,291.275,363.0,6140.65,6130.5,5933.85,6400.174999999999,327.79,327.5,294.375,359.0,6152.46,6155.0,6005.0,6297.725,330.77,330.0,300.32500000000005,371.525,6165.42,6167.0,5994.9,6371.875
2020-11-19,314.51,314.5,281.32500000000005,351.19999999999993,5979.35,5992.0,5795.450000000001,6168.299999999999,312.32,311.0,276.85,350.575,5964.38,5967.5,5738.674999999999,6150.775,312.15,310.5,278.95000000000005,343.525,5989.65,5991.0,5812.425,6209.15,311.16,310.5,285.95,339.525,5974.35,5972.0,5774.875,6182.525
2020-11-20,302.62,303.0,273.0,334.575,5799.38,5809.0,5552.325,5985.05,300.5,300.0,267.475,330.0,5772.34,5782.5,5556.85,5978.725,302.31,301.5,273.425,338.575,5780.56,5788.5,5582.75,5963.299999999999,302.58,302.0,269.85,334.575,5779.79,5773.0,5619.6,5952.725
