social scenario,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
relaxation date,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01
daily vaccinations,40000,40000,40000,40000,40000,40000,40000,40000,60000,60000,60000,60000,60000,60000,60000,60000,40000,40000,40000,40000,40000,40000,40000,40000,60000,60000,60000,60000,60000,60000,60000,60000
vaccination order,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young
results,incidences_mean,incidences_median,incidences_LL,incidences_UL,load_mean,load_median,load_LL,load_UL,incidences_mean,incidences_median,incidences_LL,incidences_UL,load_mean,load_median,load_LL,load_UL,incidences_mean,incidences_median,incidences_LL,incidences_UL,load_mean,load_median,load_LL,load_UL,incidences_mean,incidences_median,incidences_LL,incidences_UL,load_mean,load_median,load_LL,load_UL
2021-05-01,168.28,166.0,93.375,228.09999999999997,2616.01,2628.5,1499.95,3581.25,166.7,168.5,98.85,232.24999999999991,2577.37,2571.0,1465.975,3508.6499999999996,175.63,180.5,99.375,224.09999999999997,2716.92,2787.5,1622.9,3426.2249999999995,172.2,173.0,108.375,227.19999999999993,2699.71,2788.5,1725.65,3476.3499999999985
2021-05-02,163.48,165.0,91.95,218.0,2575.75,2561.5,1491.0500000000002,3487.875,163.26,162.0,95.475,226.2999999999999,2534.3,2527.0,1476.85,3532.4749999999995,170.37,174.0,111.32499999999999,218.04999999999998,2666.03,2724.5,1654.175,3399.375,170.25,173.5,113.80000000000001,231.52499999999998,2642.06,2687.0,1644.1750000000002,3468.199999999999
2021-05-03,163.05,162.0,89.95,223.04999999999998,2527.71,2505.5,1432.55,3464.75,161.6,164.0,91.9,215.14999999999995,2497.91,2503.5,1426.65,3392.95,170.12,172.0,101.025,216.52499999999998,2631.81,2708.5,1638.7,3338.75,164.73,166.5,113.0,217.24999999999991,2583.22,2563.5,1540.775,3321.5249999999996
2021-05-04,160.79,159.0,94.425,227.0,2487.86,2480.0,1437.65,3422.15,158.09,159.5,98.475,217.52499999999998,2448.76,2428.0,1462.575,3377.2749999999996,163.91,166.5,107.0,215.09999999999997,2580.98,2657.0,1617.9499999999998,3270.125,164.2,166.5,103.85,216.04999999999998,2554.88,2574.5,1591.0500000000002,3341.875
2021-05-05,158.74,155.5,93.275,221.04999999999998,2457.5,2466.5,1367.9,3348.575,156.16,155.5,88.425,218.52499999999998,2420.06,2396.0,1426.65,3298.325,164.94,166.5,110.425,210.575,2539.76,2631.0,1578.125,3241.05,161.0,160.0,96.375,209.14999999999995,2519.1,2530.5,1577.25,3191.825
2021-05-06,158.24,161.5,85.85,212.04999999999998,2406.56,2395.0,1390.875,3236.5,153.06,153.5,93.94999999999999,209.0,2378.94,2337.0,1413.5749999999998,3212.5249999999996,160.47,162.0,103.9,203.04999999999998,2504.28,2585.5,1530.525,3189.325,159.76,163.5,111.32499999999999,211.52499999999998,2477.61,2521.5,1546.3,3175.2999999999997
2021-05-07,158.26,162.0,92.94999999999999,209.09999999999997,2375.12,2360.5,1438.425,3199.0999999999995,157.41,159.5,89.85,218.575,2348.17,2342.0,1380.375,3167.7,159.46,165.5,99.475,205.19999999999993,2457.82,2544.5,1515.0749999999998,3128.5249999999996,156.36,155.0,97.425,208.09999999999997,2433.69,2459.0,1543.475,3150.0249999999996
2021-05-08,155.45,153.0,96.475,206.09999999999997,2345.32,2342.0,1398.85,3144.05,157.7,157.5,104.425,220.575,2324.13,2290.0,1369.675,3192.7999999999997,154.34,156.5,91.95,193.52499999999998,2418.47,2506.0,1542.025,3041.699999999999,155.23,156.0,92.85,200.52499999999998,2395.47,2407.5,1506.275,3061.874999999999
2021-05-09,158.45,159.5,91.375,215.52499999999998,2319.37,2311.5,1358.4250000000002,3068.725,156.57,156.5,103.94999999999999,225.62499999999994,2289.7,2283.0,1344.85,3082.4249999999997,154.34,154.5,95.225,193.62499999999994,2381.3,2447.0,1487.925,3004.45,152.19,151.5,100.0,195.575,2357.72,2392.0,1461.475,3002.7749999999996
2021-05-10,159.74,156.0,100.0,214.0,2299.04,2284.5,1369.65,3095.25,159.36,158.5,105.95,216.2999999999999,2265.32,2260.0,1399.15,3049.075,153.05,154.0,98.125,202.04999999999998,2337.4,2401.0,1444.775,2974.2249999999995,150.1,152.0,104.0,202.34999999999988,2313.88,2362.0,1469.2,2939.6499999999996
2021-05-11,163.4,159.5,105.475,213.04999999999998,2283.55,2286.5,1383.875,3048.05,162.98,165.5,102.425,220.97499999999985,2261.46,2239.5,1375.675,3083.7999999999997,149.76,151.5,93.0,194.62499999999994,2297.78,2378.5,1393.8,2897.7999999999993,150.11,152.5,99.325,196.575,2283.7,2303.0,1450.5,2883.5499999999993
2021-05-12,169.53,171.0,100.42500000000001,230.14999999999995,2273.58,2297.5,1381.375,3051.2499999999995,167.15,171.0,105.475,225.52499999999998,2247.54,2247.5,1339.925,2998.175,147.6,150.0,94.275,184.575,2272.24,2347.0,1410.125,2816.575,148.97,153.0,98.94999999999999,184.09999999999997,2252.53,2257.5,1462.75,2874.75
2021-05-13,171.83,172.5,104.425,227.09999999999997,2268.97,2293.0,1379.35,3008.7999999999997,170.09,172.0,106.85,219.52499999999998,2245.62,2226.5,1370.5,2984.5249999999996,147.01,151.5,87.69999999999999,194.575,2236.87,2312.0,1399.15,2750.8499999999995,146.7,145.5,92.475,186.0,2218.17,2245.5,1458.875,2794.9749999999995
2021-05-14,177.92,177.5,102.375,228.52499999999998,2285.88,2282.5,1364.0,3048.2,178.22,179.0,109.85,239.575,2251.24,2248.5,1382.525,2985.6,145.52,145.5,91.125,194.19999999999993,2204.27,2254.0,1421.75,2748.1499999999996,144.6,144.5,95.375,190.52499999999998,2182.4,2169.0,1403.0,2733.975
2021-05-15,187.64,190.5,109.94999999999999,251.04999999999998,2298.4,2270.5,1411.5500000000002,2996.575,182.17,182.0,120.94999999999999,245.575,2264.02,2239.5,1441.5,2988.5249999999996,144.67,146.5,95.95,187.7249999999999,2174.51,2255.0,1377.5500000000002,2700.075,143.09,144.0,104.425,178.52499999999998,2155.67,2160.5,1405.825,2718.374999999999
2021-05-16,192.53,193.0,123.475,263.04999999999995,2307.74,2309.0,1385.8,3032.0499999999997,190.74,194.5,121.95,252.52499999999998,2284.51,2251.0,1399.3249999999998,3024.15,142.02,144.5,87.65,175.14999999999995,2149.55,2204.0,1359.6,2708.825,141.34,144.0,89.8,180.52499999999998,2123.05,2124.5,1374.675,2682.95
2021-05-17,202.08,207.5,131.75,256.625,2352.05,2347.5,1443.8249999999998,3100.1499999999996,197.14,200.5,117.375,247.62499999999994,2302.79,2298.5,1464.05,3074.6,139.19,141.0,91.75,178.04999999999998,2114.2,2189.5,1341.6999999999998,2630.2249999999995,140.57,139.5,91.475,184.19999999999993,2097.7,2113.5,1387.4,2651.525
2021-05-18,207.62,209.5,131.8,264.575,2386.42,2373.0,1497.4,3112.05,202.83,205.5,133.425,268.15,2344.3,2327.0,1487.05,3090.525,140.04,141.0,87.0,177.0,2090.22,2165.0,1357.75,2578.125,138.05,138.5,97.94999999999999,178.575,2062.98,2062.0,1384.0500000000002,2613.225
2021-05-19,217.4,219.0,133.0,286.05,2414.5,2433.5,1563.325,3131.1499999999996,211.35,209.5,157.475,276.0,2379.97,2325.5,1479.6750000000002,3134.625,139.33,140.0,90.375,171.0,2049.05,2124.0,1285.175,2559.55,135.36,136.0,93.325,168.0,2039.9,2060.0,1374.0500000000002,2524.1749999999997
2021-05-20,230.47,227.5,150.075,293.19999999999993,2476.94,2478.0,1609.775,3169.125,216.53,220.0,145.95,284.0,2418.43,2388.0,1586.825,3202.8499999999995,138.45,142.0,86.475,178.09999999999997,2030.17,2090.0,1324.7,2536.575,136.5,138.0,93.475,172.0,2011.33,2042.0,1330.6750000000002,2446.35
2021-05-21,234.42,230.5,151.22500000000002,301.2999999999999,2527.03,2539.0,1614.35,3218.05,227.63,226.5,147.125,297.575,2480.69,2461.0,1618.475,3238.6499999999996,136.51,136.0,91.17500000000001,175.0,2007.63,2056.5,1308.875,2506.5499999999993,133.95,134.5,93.9,169.62499999999994,1986.87,1991.5,1351.0500000000002,2454.1249999999995
2021-05-22,248.17,254.0,156.125,320.57499999999993,2591.19,2619.0,1622.95,3289.1,236.92,234.5,146.55,307.57499999999993,2536.71,2496.0,1652.875,3297.7999999999997,133.24,133.5,78.475,173.575,1986.66,2047.0,1323.225,2455.45,132.69,134.5,90.375,174.0,1970.06,1973.0,1343.6,2394.9249999999993
2021-05-23,255.05,255.0,170.325,336.04999999999995,2657.42,2661.5,1719.1999999999998,3378.8999999999996,245.35,245.0,169.375,316.09999999999997,2598.28,2572.5,1649.95,3391.524999999999,136.55,137.0,93.375,178.04999999999998,1970.75,2038.0,1259.95,2483.925,130.04,131.0,88.65,166.0,1949.62,1972.0,1293.575,2420.75
2021-05-24,266.4,270.5,172.375,338.09999999999997,2737.13,2712.0,1724.0749999999998,3448.6499999999996,256.85,259.0,173.9,339.57499999999993,2660.58,2625.0,1718.1,3453.525,132.9,135.0,81.425,171.0,1939.4,1999.0,1273.025,2309.6,130.79,133.0,93.475,165.04999999999998,1927.92,1949.5,1352.1750000000002,2353.1499999999996
2021-05-25,277.86,282.5,184.325,361.2499999999999,2812.75,2801.5,1858.225,3527.15,262.59,267.5,174.95,336.15,2740.97,2695.0,1789.3,3544.1499999999996,131.92,135.5,94.95,160.575,1917.41,1974.5,1281.9,2317.45,128.19,128.0,94.275,161.0,1897.07,1885.0,1332.95,2323.675
2021-05-26,291.13,295.5,196.7,367.57499999999993,2913.1,2939.5,1925.725,3646.875,274.13,273.5,190.85000000000002,359.3499999999999,2811.41,2801.5,1826.6750000000002,3669.35,131.2,133.0,88.9,164.04999999999998,1901.38,1951.0,1288.15,2307.1499999999996,129.76,131.0,96.42500000000001,158.0,1877.65,1869.5,1316.275,2268.575
2021-05-27,303.18,308.0,206.75,378.34999999999985,3009.04,3009.0,2023.5,3809.925,282.95,282.5,208.22500000000002,363.09999999999997,2900.83,2881.0,1931.9,3709.0,132.31,130.5,95.75,165.14999999999995,1890.62,1932.5,1248.5749999999998,2311.875,127.32,128.5,98.94999999999999,159.0,1853.08,1859.0,1306.625,2232.625
2021-05-28,314.57,321.0,208.85,401.09999999999997,3125.07,3109.5,2056.025,3917.775,294.01,298.0,188.27499999999998,363.0,2993.73,2983.0,1966.275,3841.7999999999997,131.26,134.5,87.94999999999999,164.575,1866.23,1905.5,1251.1999999999998,2234.45,124.58,123.5,93.475,154.04999999999998,1840.06,1841.5,1248.625,2204.5
2021-05-29,329.21,333.5,232.27499999999998,412.625,3230.77,3232.0,2119.375,4033.05,297.83,295.5,205.425,378.0,3082.56,3067.5,2040.25,3924.825,129.77,129.5,93.475,160.52499999999998,1856.52,1915.5,1237.5,2257.1499999999996,125.38,125.0,88.80000000000001,159.575,1820.51,1817.5,1317.0,2240.575
2021-05-30,337.27,347.0,230.47500000000002,418.62499999999994,3344.43,3323.0,2218.55,4183.525,307.02,306.5,194.9,404.04999999999995,3165.14,3156.5,2157.125,4091.875,127.53,126.5,93.425,158.09999999999997,1841.53,1894.5,1197.075,2204.05,124.44,125.0,91.95,154.0,1802.69,1807.5,1243.825,2163.575
2021-05-31,353.32,352.0,243.475,458.09999999999997,3461.98,3451.5,2317.9750000000004,4317.775,321.78,320.5,228.8,416.15,3271.15,3246.5,2257.125,4198.799999999999,128.16,129.0,83.375,162.62499999999994,1827.83,1871.5,1255.3,2232.975,126.42,126.5,90.475,160.52499999999998,1787.65,1800.0,1278.625,2120.0249999999996
2021-06-01,371.34,377.5,270.225,452.3499999999999,3600.94,3607.0,2447.5249999999996,4441.15,328.62,333.5,224.95,416.57499999999993,3361.36,3351.5,2257.7,4309.699999999999,128.31,129.0,94.475,160.52499999999998,1799.28,1851.5,1213.975,2128.525,121.71,121.0,88.0,154.52499999999998,1768.22,1784.0,1287.875,2118.8499999999995
2021-06-02,381.66,387.0,276.275,478.0,3718.68,3753.5,2551.625,4598.549999999999,340.41,341.5,238.75,440.0,3467.0,3413.5,2363.0,4402.699999999999,127.66,130.0,85.95,158.52499999999998,1800.36,1807.5,1233.05,2099.7749999999996,122.4,121.5,92.475,155.52499999999998,1740.75,1748.0,1278.95,2070.575
2021-06-03,397.22,398.5,278.375,482.0,3870.28,3881.0,2629.025,4756.25,349.03,350.5,223.6,448.2499999999999,3585.93,3547.5,2467.425,4589.424999999999,127.25,129.5,90.0,162.19999999999993,1784.01,1843.5,1227.0,2130.9249999999997,121.25,122.0,89.425,152.09999999999997,1733.15,1742.0,1290.7,2037.725
2021-06-04,413.12,418.0,292.375,518.525,4019.62,4021.5,2805.175,4999.424999999999,355.82,357.0,243.275,468.04999999999995,3686.65,3655.5,2456.7,4674.200000000001,126.68,128.5,88.325,162.0,1768.92,1797.0,1225.6,2090.675,119.54,120.0,83.375,150.52499999999998,1711.81,1729.5,1283.4499999999998,2030.15
2021-06-05,428.27,433.5,306.325,545.05,4181.46,4140.5,2937.5,5142.725,364.42,370.5,249.475,449.15,3789.08,3775.5,2640.45,4834.999999999998,126.23,127.0,87.85,153.52499999999998,1759.87,1793.0,1228.675,2084.525,120.3,120.5,86.325,151.04999999999998,1704.31,1708.0,1272.9499999999998,2008.25
2021-06-06,442.65,448.5,312.9,540.1,4330.63,4329.0,3020.675,5231.35,377.42,377.0,253.95000000000002,479.3499999999999,3904.27,3901.5,2635.5249999999996,4895.0,128.41,130.0,88.375,161.09999999999997,1753.83,1791.5,1219.775,2095.125,121.26,122.0,92.0,150.575,1688.02,1712.5,1256.95,2002.6749999999997
2021-06-07,458.19,461.5,307.225,560.0999999999999,4498.43,4549.5,3211.325,5464.025,387.34,393.5,271.375,490.09999999999997,4007.16,3990.0,2720.5249999999996,5051.4,127.86,126.0,94.475,165.0,1738.33,1759.5,1212.625,2044.05,120.6,121.0,90.475,152.0,1673.55,1675.0,1266.15,1970.1749999999997
2021-06-08,469.58,470.0,335.475,581.575,4641.03,4671.0,3277.3999999999996,5662.85,393.25,397.0,273.45000000000005,506.2999999999999,4118.15,4100.5,2802.1499999999996,5146.924999999999,129.29,127.5,97.9,159.0,1739.68,1745.0,1264.0,2045.725,121.23,122.5,92.0,147.09999999999997,1661.86,1655.5,1277.5,1953.1
2021-06-09,486.83,489.5,359.475,602.5250000000001,4820.4,4863.5,3422.125,5821.125,397.05,400.5,281.9,500.0,4229.7,4267.0,2904.475,5330.024999999999,132.2,133.5,97.94999999999999,159.0,1734.95,1756.5,1218.6750000000002,2017.2499999999998,120.31,120.5,87.94999999999999,153.09999999999997,1653.81,1652.0,1262.725,1940.1
2021-06-10,498.13,502.0,358.95,622.525,4975.6,4983.5,3550.7,5994.099999999999,405.81,408.0,279.95,513.1999999999999,4330.34,4303.5,2969.0,5529.949999999999,133.8,133.5,104.425,168.52499999999998,1744.64,1770.5,1323.475,2049.1,122.64,120.0,101.0,156.04999999999998,1648.57,1650.5,1272.75,1949.25
2021-06-11,512.0,520.5,392.0,619.625,5154.56,5166.5,3638.675,6195.725,411.96,411.0,301.95000000000005,537.7249999999999,4422.15,4463.0,3109.2749999999996,5508.349999999999,137.33,136.0,107.475,171.09999999999997,1737.72,1739.0,1254.225,2058.5499999999997,123.3,123.0,95.9,157.52499999999998,1640.28,1650.0,1262.0500000000002,1909.6499999999996
2021-06-12,524.84,536.5,379.5,631.3499999999999,5308.34,5282.0,3805.025,6337.424999999999,416.4,413.0,292.475,527.05,4523.89,4551.5,3122.025,5723.849999999999,142.53,146.0,107.95,168.575,1752.32,1781.0,1261.5,2042.625,125.77,125.0,100.0,158.09999999999997,1637.77,1651.0,1298.775,1910.525
2021-06-13,532.7,539.5,382.85,657.05,5471.9,5495.0,3889.05,6605.924999999999,422.86,425.5,292.9,535.625,4619.92,4670.5,3286.075,5840.075,144.48,147.5,114.475,171.52499999999998,1760.9,1782.0,1304.975,2057.7749999999996,126.57,126.5,102.0,158.0,1640.94,1635.0,1311.75,1953.1499999999999
2021-06-14,543.17,543.0,381.0,675.8749999999999,5639.96,5681.5,3996.35,6808.924999999999,425.83,425.0,312.95000000000005,538.575,4702.79,4759.5,3290.8,5897.049999999999,149.16,149.5,115.425,181.52499999999998,1776.6,1784.0,1343.0,2107.05,127.01,128.0,100.475,152.14999999999995,1647.46,1641.5,1309.8,1931.975
2021-06-15,555.96,561.0,393.975,672.7249999999999,5813.64,5834.0,4197.325,7020.35,422.7,425.5,302.85,532.1999999999999,4786.0,4820.0,3371.95,5957.174999999999,154.23,153.0,116.475,192.62499999999994,1804.67,1808.5,1350.6,2084.575,131.24,130.0,103.475,162.09999999999997,1644.59,1643.0,1316.1,1920.7499999999998
2021-06-16,565.5,574.0,407.45,679.3,5933.15,5961.0,4388.825,7141.174999999999,428.63,431.5,318.475,553.3999999999999,4875.27,4915.5,3385.175,6153.199999999999,160.65,163.0,118.42500000000001,196.0,1828.21,1848.0,1385.7,2116.3999999999996,132.25,133.5,100.42500000000001,164.62499999999994,1645.98,1636.5,1322.85,1924.7749999999999
2021-06-17,573.2,577.0,427.7,706.4499999999998,6097.88,6153.0,4413.9,7378.525,426.72,434.0,305.42499999999995,550.625,4934.23,5020.5,3408.125,6215.25,163.21,167.5,126.425,198.0,1860.39,1871.0,1433.025,2128.575,137.36,137.0,109.94999999999999,162.62499999999994,1663.96,1663.0,1329.15,1964.3999999999999
2021-06-18,582.61,580.5,436.225,713.05,6256.74,6301.5,4569.4,7464.5,431.24,435.5,302.65,555.0999999999999,5001.75,5063.0,3527.525,6247.924999999998,171.75,171.0,131.475,219.575,1883.02,1907.5,1405.875,2175.575,139.86,138.0,113.85,166.52499999999998,1669.27,1659.5,1387.525,1935.1999999999998
2021-06-19,590.4,590.5,437.225,720.2499999999999,6411.14,6425.0,4693.925,7647.4,431.78,435.0,315.275,554.8249999999998,5067.44,5158.5,3494.2749999999996,6370.349999999998,176.12,175.5,131.75,217.62499999999994,1927.16,1919.5,1483.725,2244.1499999999996,142.03,141.5,112.42500000000001,174.0,1692.5,1678.0,1379.6,1958.9249999999997
2021-06-20,599.02,592.5,449.9,720.0,6563.6,6563.5,4856.775,7870.424999999999,436.53,438.5,313.325,557.7249999999999,5118.26,5177.0,3602.65,6482.749999999998,182.88,181.0,126.475,228.19999999999993,1965.16,1985.0,1502.725,2272.25,144.72,144.5,114.325,176.575,1708.94,1689.0,1416.8000000000002,2002.4499999999996
2021-06-21,609.11,609.5,470.85,736.0999999999999,6700.04,6766.0,4905.575,7980.95,435.58,442.0,320.375,560.5749999999999,5180.14,5237.5,3652.45,6487.024999999998,187.36,188.5,140.8,232.77499999999992,2013.24,2031.5,1604.775,2343.7,148.9,149.0,118.95,180.575,1716.0,1709.0,1386.125,2023.2999999999997
2021-06-22,611.3,622.0,467.95,725.575,6796.24,6830.5,5028.025,8088.65,434.78,433.5,324.275,540.525,5228.38,5285.5,3678.475,6532.3499999999985,196.16,193.0,155.75,239.52499999999998,2072.05,2083.5,1605.95,2398.15,151.46,152.0,122.42500000000001,184.09999999999997,1736.57,1725.0,1433.25,2059.575
2021-06-23,619.42,624.0,462.75,762.7999999999997,6935.03,6948.0,5085.15,8264.2,434.67,433.0,316.70000000000005,554.25,5246.65,5263.5,3757.4750000000004,6548.4749999999985,204.02,205.0,160.0,242.04999999999998,2118.64,2111.0,1673.225,2449.1000000000004,155.07,154.0,125.0,183.52499999999998,1765.54,1757.5,1442.1999999999998,2077.0249999999996
2021-06-24,627.67,622.0,485.425,761.625,7054.48,7078.0,5231.425,8393.125,436.64,436.0,293.9,544.05,5303.14,5346.5,3710.425,6697.549999999998,210.47,209.0,166.9,261.15,2170.95,2162.0,1768.025,2517.05,157.2,155.0,119.0,197.24999999999991,1792.92,1783.5,1480.05,2123.5249999999996
2021-06-25,632.44,632.5,476.375,765.0749999999998,7167.11,7213.0,5343.025,8497.775,433.73,435.5,311.325,538.575,5336.61,5427.5,3789.2,6625.774999999999,220.39,223.5,176.95,262.24999999999994,2234.65,2230.5,1811.625,2606.1749999999997,161.78,161.5,133.89999999999998,196.52499999999998,1818.43,1802.0,1556.225,2115.4749999999995
2021-06-26,631.03,636.0,466.9,769.1749999999997,7280.7,7309.5,5399.85,8640.2,434.2,435.0,315.9,552.525,5351.91,5396.0,3747.675,6752.674999999999,224.26,224.0,179.375,269.525,2302.26,2309.5,1829.975,2680.125,166.53,165.0,136.0,202.575,1839.23,1827.5,1536.375,2182.2749999999996
2021-06-27,635.32,642.0,500.525,757.0999999999999,7393.05,7337.5,5483.35,8764.374999999998,432.05,436.0,314.32500000000005,527.625,5370.35,5430.5,3782.175,6738.624999999998,234.18,234.0,176.475,289.15,2360.66,2332.5,1903.0500000000002,2770.5,167.75,168.0,134.95,200.52499999999998,1873.86,1863.0,1589.7,2173.1
2021-06-28,638.68,652.5,497.425,767.8749999999999,7501.3,7500.5,5673.4,8903.025000000001,429.87,434.5,306.475,536.05,5403.09,5456.5,3859.55,6845.399999999998,236.4,233.5,191.325,285.0,2438.97,2423.5,2030.475,2845.7749999999996,171.66,168.5,135.95,214.19999999999993,1901.93,1889.5,1586.125,2210.9999999999995
2021-06-29,644.05,650.0,490.84999999999997,757.8749999999998,7573.06,7540.0,5721.15,8991.425,430.4,429.5,304.225,553.0,5420.46,5484.0,3973.075,6801.075,246.48,249.0,188.125,299.04999999999995,2504.31,2482.5,2079.55,2966.999999999999,176.1,174.0,144.95,220.04999999999998,1926.61,1925.0,1607.9250000000002,2241.8999999999996
2021-06-30,642.05,639.5,499.85,769.25,7650.98,7707.0,5870.8,8980.275,423.2,425.0,298.325,527.675,5423.76,5427.0,3871.4,6823.799999999999,253.56,251.5,200.47500000000002,311.525,2577.51,2573.5,2097.475,3032.075,179.56,179.0,143.85000000000002,221.52499999999998,1964.52,1948.5,1661.225,2325.5499999999997
2021-07-01,646.46,661.5,492.375,775.525,7724.33,7761.0,5920.25,9102.099999999999,423.65,421.5,311.475,543.525,5427.12,5447.5,3924.55,6678.075,258.67,259.0,208.425,312.2999999999999,2651.16,2651.5,2182.575,3096.7,180.63,180.0,143.95,219.0,1998.89,1997.0,1656.2,2336.5
2021-07-02,651.83,655.5,501.79999999999995,781.625,7818.94,7835.5,5915.825,9312.574999999999,420.16,421.5,312.425,537.7249999999999,5420.15,5436.5,3905.7250000000004,6788.1,266.41,265.0,205.85000000000002,319.525,2737.11,2731.0,2291.3999999999996,3192.825,185.54,186.0,147.475,229.04999999999998,2030.36,2029.5,1694.6999999999998,2438.1499999999996
2021-07-03,650.24,659.0,507.225,766.525,7888.33,8019.0,6073.875,9268.075,416.66,418.0,302.275,517.5250000000001,5416.5,5447.5,3964.625,6744.574999999999,273.33,268.5,216.275,333.525,2799.28,2792.5,2295.5,3285.7749999999996,187.46,183.0,157.475,230.7249999999999,2061.14,2055.0,1755.275,2400.6499999999996
2021-07-04,648.08,652.5,510.875,778.675,7918.81,8012.0,6075.825000000001,9287.7,413.32,409.0,297.95000000000005,529.675,5394.47,5405.0,3894.325,6745.4,282.18,282.0,223.8,353.2999999999999,2877.82,2878.5,2386.525,3396.1499999999996,189.74,189.5,144.85,232.04999999999998,2103.25,2113.5,1787.8,2427.0249999999996
2021-07-05,645.89,655.0,496.54999999999995,771.525,7967.09,8035.5,6186.4,9410.575,409.21,405.0,292.475,517.15,5396.66,5384.5,3902.45,6773.474999999999,291.7,288.0,232.47500000000002,359.625,2971.1,2959.5,2452.3500000000004,3544.55,195.34,195.0,159.475,244.14999999999998,2139.98,2146.5,1798.575,2554.925
2021-07-06,643.44,647.0,500.95,788.575,8014.86,8161.0,6200.775,9446.45,403.49,402.0,293.475,522.525,5362.16,5339.0,3869.225,6652.4,301.01,302.5,234.325,367.0,3044.96,3001.0,2483.125,3685.25,195.45,192.0,155.95,239.04999999999998,2168.01,2152.5,1870.475,2566.45
2021-07-07,641.88,638.5,509.475,773.15,8035.77,8077.0,6228.375,9512.425,401.38,401.5,296.275,515.0999999999999,5349.34,5378.0,3892.2250000000004,6604.674999999999,308.99,309.5,244.425,378.575,3140.14,3142.5,2620.3500000000004,3741.3,198.34,197.5,161.47500000000002,243.57499999999996,2201.24,2178.5,1907.825,2616.6249999999995
2021-07-08,633.78,643.5,489.65,741.575,8079.78,8112.5,6235.0,9534.824999999999,392.58,389.0,284.475,513.25,5297.95,5314.0,3846.325,6599.6,311.39,314.5,243.225,377.8249999999999,3210.89,3206.5,2669.325,3832.8999999999996,199.45,197.5,152.325,241.52499999999998,2242.19,2242.5,1898.325,2647.7
2021-07-09,631.09,633.0,490.95,754.0249999999999,8065.15,8160.5,6217.85,9432.55,385.71,385.5,285.9,491.57499999999993,5265.35,5310.0,3801.825,6597.05,316.71,312.5,252.425,396.09999999999997,3300.89,3292.0,2733.0,3894.8499999999995,199.57,195.5,161.95,250.09999999999997,2266.15,2249.5,1932.9,2702.6499999999996
2021-07-10,629.95,631.0,501.0,767.0999999999999,8074.36,8155.0,6285.5,9481.150000000001,374.06,369.5,261.9,488.29999999999995,5211.63,5231.5,3775.4750000000004,6460.3,318.51,315.0,254.475,385.525,3372.94,3388.5,2823.45,3970.25,200.59,200.0,158.47500000000002,249.09999999999997,2289.96,2275.0,1955.175,2767.7999999999993
2021-07-11,615.87,615.0,485.95,748.05,8075.73,8164.5,6321.65,9473.625,369.92,370.5,269.9,486.05,5163.47,5135.0,3750.0249999999996,6396.875,324.23,325.0,258.9,391.0,3440.87,3430.0,2853.4750000000004,4084.875,202.98,198.0,163.325,253.67499999999993,2314.83,2295.0,2000.575,2790.5
2021-07-12,615.18,615.0,489.325,737.625,8048.53,8144.5,6312.225,9452.325,363.07,363.0,272.95000000000005,487.57499999999993,5114.27,5063.5,3686.3,6395.549999999999,326.9,327.5,253.95000000000002,408.625,3519.64,3492.0,2928.075,4185.974999999999,197.81,198.5,155.89999999999998,254.05,2343.37,2327.5,1991.55,2830.675
2021-07-13,612.41,618.0,496.42499999999995,737.05,8055.09,8130.0,6386.025,9507.824999999999,351.98,347.0,244.0,461.575,5045.14,4983.0,3707.95,6292.924999999999,333.19,335.0,265.42499999999995,419.82499999999993,3599.1,3575.0,2994.625,4312.549999999999,200.53,197.5,161.375,245.14999999999995,2355.57,2328.0,2012.9,2850.749999999999
2021-07-14,604.53,614.5,477.75,706.0999999999999,8028.23,8075.5,6371.35,9346.375,344.1,340.0,246.0,467.0749999999998,4986.98,4945.0,3642.3,6208.5,335.81,330.0,265.17499999999995,419.8749999999999,3654.08,3661.0,3012.375,4349.2,197.98,196.0,153.85000000000002,253.04999999999998,2370.96,2357.0,2050.375,2878.075
2021-07-15,602.5,608.5,481.95,710.525,8016.03,8087.5,6326.25,9384.375,337.77,336.0,237.425,462.62499999999994,4918.46,4862.0,3572.325,6139.775,337.95,337.0,269.375,432.525,3716.74,3725.5,3085.95,4485.7249999999985,196.44,195.5,150.95,248.62499999999997,2371.87,2353.0,2018.7,2883.45
