date,NIS,age,e_s,e_i,e_h
2021-01-11,60000,"[65, 75)",2.8472096268063702e-05,2.0290459409424708e-05,4.054616496316661e-06
2021-01-11,60000,"[75, 85)",0.00030821768003855184,0.00021964938117689903,4.3902432664581314e-05
2021-01-11,60000,"[85, 120)",0.0044906367112476095,0.003200223863187952,0.0006400768948535409
2021-01-11,70000,"[0, 12)",0.0,0.0,0.0
2021-01-11,70000,"[12, 18)",0.0,0.0,0.0
2021-01-11,70000,"[18, 25)",8.066714504416359e-07,5.748693095101315e-07,1.1487539727578966e-07
2021-01-11,70000,"[25, 35)",6.027128548845303e-06,4.295195057797803e-06,8.5830332299699e-07
2021-01-11,70000,"[35, 45)",6.398768250361758e-06,4.560041741637116e-06,9.112272963591136e-07
2021-01-11,70000,"[45, 55)",1.1068273711072018e-05,7.887735288350174e-06,1.5761960324993177e-06
2021-01-11,70000,"[55, 65)",9.903171619861292e-06,7.057432648636783e-06,1.4102777202528513e-06
2021-01-11,70000,"[65, 75)",1.0479385424404371e-05,7.4680677737134605e-06,1.4923344109618648e-06
2021-01-11,70000,"[75, 85)",0.00021623243934822884,0.00015409668091482978,3.079294223248091e-05
2021-01-11,70000,"[85, 120)",0.004495208921707271,0.0032034822200672506,0.0006401477459454956
2021-01-11,80000,"[0, 12)",0.0,0.0,0.0
2021-01-11,80000,"[12, 18)",0.0,0.0,0.0
2021-01-11,80000,"[18, 25)",0.0,0.0,0.0
2021-01-11,80000,"[25, 35)",3.1894455231197768e-06,2.272938188889956e-06,4.5419832492805195e-07
2021-01-11,80000,"[35, 45)",6.205689004361268e-06,4.4224450375907885e-06,8.8373152335528e-07
2021-01-11,80000,"[45, 55)",7.326586303885926e-06,5.221245411964684e-06,1.0433547782972513e-06
2021-01-11,80000,"[55, 65)",1.9755617630985133e-05,1.407871601288596e-05,2.813331775341179e-06
2021-01-11,80000,"[65, 75)",2.164202715416194e-05,1.5423053834000464e-05,3.081969079018071e-06
2021-01-11,80000,"[75, 85)",0.00044354384624106937,0.00031608871801087706,6.316360337071467e-05
2021-01-11,80000,"[85, 120)",0.006551588576273903,0.004668948180792897,0.0009329899305038599
2021-01-11,90000,"[0, 12)",0.0,0.0,0.0
2021-01-11,90000,"[12, 18)",0.0,0.0,0.0
2021-01-11,90000,"[18, 25)",1.7111160802298094e-07,1.2194160571752666e-07,2.4367434770844556e-08
2021-01-11,90000,"[25, 35)",8.399765802462348e-06,5.9860399971570756e-06,1.196182699974292e-06
2021-01-11,90000,"[35, 45)",1.1894189223794382e-05,8.476318757186802e-06,1.693811912655081e-06
2021-01-11,90000,"[45, 55)",1.8142381126219567e-05,1.292905321638636e-05,2.5835961323067183e-06
2021-01-11,90000,"[55, 65)",1.7723562433298376e-05,1.2630584722580451e-05,2.5239535557540106e-06
2021-01-11,90000,"[65, 75)",1.79353734019434e-05,1.2781530470350468e-05,2.5541168510548992e-06
2021-01-11,90000,"[75, 85)",0.0002126087050633561,0.00015151424958538025,3.0276898289970294e-05
2021-01-11,90000,"[85, 120)",0.0031130703179480116,0.0022185098817560545,0.0004433219860774294
2021-01-18,10000,"[0, 12)",0.0,0.0,0.0
2021-01-18,10000,"[12, 18)",3.884810804931363e-08,2.768485860985569e-08,5.532229810704808e-09
2021-01-18,10000,"[18, 25)",3.0978941379365946e-05,2.207694673012286e-05,4.411607967766478e-06
2021-01-18,10000,"[25, 35)",5.004104106396097e-05,3.566143156282276e-05,7.126178159856088e-06
