place,,total,total,hospital,hospital,nursing,nursing,others,others
quantity,,incidence,cumsum,incidence,cumsum,incidence,cumsum,incidence,cumsum
age_class,date,,,,,,,,
60-70,2020-08-12,0,727,0,601,0,119,0,7
60-70,2020-08-13,1,728,1,602,0,119,0,7
60-70,2020-08-14,0,728,0,602,0,119,0,7
60-70,2020-08-15,1,729,1,603,0,119,0,7
60-70,2020-08-16,1,730,1,604,0,119,0,7
60-70,2020-08-17,0,730,0,604,0,119,0,7
60-70,2020-08-18,0,730,0,604,0,119,0,7
60-70,2020-08-19,0,730,0,604,0,119,0,7
60-70,2020-08-20,0,730,0,604,0,119,0,7
60-70,2020-08-21,0,730,0,604,0,119,0,7
60-70,2020-08-22,1,731,1,605,0,119,0,7
60-70,2020-08-23,0,731,0,605,0,119,0,7
60-70,2020-08-24,2,733,2,607,0,119,0,7
60-70,2020-08-25,1,734,1,608,0,119,0,7
60-70,2020-08-26,1,735,1,609,0,119,0,7
60-70,2020-08-27,0,735,0,609,0,119,0,7
60-70,2020-08-28,0,735,0,609,0,119,0,7
60-70,2020-08-29,0,735,0,609,0,119,0,7
60-70,2020-08-30,0,735,0,609,0,119,0,7
60-70,2020-08-31,1,736,1,610,0,119,0,7
60-70,2020-09-01,0,736,0,610,0,119,0,7
60-70,2020-09-02,1,737,1,611,0,119,0,7
60-70,2020-09-03,1,738,1,612,0,119,0,7
60-70,2020-09-04,1,739,0,612,1,120,0,7
60-70,2020-09-05,0,739,0,612,0,120,0,7
60-70,2020-09-06,1,740,1,613,0,120,0,7
60-70,2020-09-07,1,741,1,614,0,120,0,7
60-70,2020-09-08,0,741,0,614,0,120,0,7
60-70,2020-09-09,0,741,0,614,0,120,0,7
60-70,2020-09-10,0,741,0,614,0,120,0,7
60-70,2020-09-11,2,743,2,616,0,120,0,7
60-70,2020-09-12,0,743,0,616,0,120,0,7
60-70,2020-09-13,0,743,0,616,0,120,0,7
60-70,2020-09-14,1,744,1,617,0,120,0,7
60-70,2020-09-15,0,744,0,617,0,120,0,7
60-70,2020-09-16,0,744,0,617,0,120,0,7
60-70,2020-09-17,0,744,0,617,0,120,0,7
60-70,2020-09-18,1,745,1,618,0,120,0,7
60-70,2020-09-19,1,746,1,619,0,120,0,7
60-70,2020-09-20,0,746,0,619,0,120,0,7
60-70,2020-09-21,0,746,0,619,0,120,0,7
60-70,2020-09-22,0,746,0,619,0,120,0,7
60-70,2020-09-23,0,746,0,619,0,120,0,7
60-70,2020-09-24,0,746,0,619,0,120,0,7
60-70,2020-09-25,1,747,1,620,0,120,0,7
60-70,2020-09-26,2,749,1,621,1,121,0,7
60-70,2020-09-27,1,750,1,622,0,121,0,7
60-70,2020-09-28,3,753,2,624,1,122,0,7
60-70,2020-09-29,0,753,0,624,0,122,0,7
60-70,2020-09-30,1,754,1,625,0,122,0,7
60-70,2020-10-01,4,758,4,629,0,122,0,7
60-70,2020-10-02,1,759,1,630,0,122,0,7
60-70,2020-10-03,2,761,2,632,0,122,0,7
60-70,2020-10-04,1,762,1,633,0,122,0,7
60-70,2020-10-05,2,764,2,635,0,122,0,7
60-70,2020-10-06,1,765,1,636,0,122,0,7
60-70,2020-10-07,2,767,1,637,1,123,0,7
60-70,2020-10-08,4,771,4,641,0,123,0,7
60-70,2020-10-09,1,772,1,642,0,123,0,7
60-70,2020-10-10,1,773,1,643,0,123,0,7
60-70,2020-10-11,1,774,1,644,0,123,0,7
60-70,2020-10-12,4,778,4,648,0,123,0,7
60-70,2020-10-13,3,781,3,651,0,123,0,7
60-70,2020-10-14,4,785,4,655,0,123,0,7
60-70,2020-10-15,4,789,4,659,0,123,0,7
60-70,2020-10-16,3,792,3,662,0,123,0,7
60-70,2020-10-17,3,795,3,665,0,123,0,7
60-70,2020-10-18,2,797,2,667,0,123,0,7
60-70,2020-10-19,5,802,5,672,0,123,0,7
60-70,2020-10-20,4,806,4,676,0,123,0,7
60-70,2020-10-21,6,812,5,681,1,124,0,7
60-70,2020-10-22,7,819,7,688,0,124,0,7
60-70,2020-10-23,9,828,6,694,3,127,0,7
60-70,2020-10-24,9,837,9,703,0,127,0,7
60-70,2020-10-25,8,845,8,711,0,127,0,7
60-70,2020-10-26,11,856,11,722,0,127,0,7
60-70,2020-10-27,11,867,9,731,2,129,0,7
60-70,2020-10-28,13,880,12,743,1,130,0,7
60-70,2020-10-29,11,891,8,751,3,133,0,7
60-70,2020-10-30,9,900,8,759,1,134,0,7
60-70,2020-10-31,15,915,13,772,2,136,0,7
60-70,2020-11-01,17,932,14,786,3,139,0,7
60-70,2020-11-02,19,951,18,804,1,140,0,7
60-70,2020-11-03,15,966,14,818,1,141,0,7
60-70,2020-11-04,19,985,18,836,1,142,0,7
60-70,2020-11-05,20,1005,20,856,0,142,0,7
60-70,2020-11-06,20,1025,19,875,1,143,0,7
60-70,2020-11-07,17,1042,14,889,3,146,0,7
60-70,2020-11-08,22,1064,21,910,1,147,0,7
60-70,2020-11-09,22,1086,21,931,1,148,0,7
60-70,2020-11-10,13,1099,10,941,3,151,0,7
60-70,2020-11-11,14,1113,14,955,0,151,0,7
60-70,2020-11-12,18,1131,18,973,0,151,0,7
60-70,2020-11-13,11,1142,9,982,2,153,0,7
60-70,2020-11-14,18,1160,17,999,1,154,0,7
60-70,2020-11-15,22,1182,21,1020,1,155,0,7
60-70,2020-11-16,22,1204,20,1040,2,157,0,7
60-70,2020-11-17,11,1215,10,1050,1,158,0,7
60-70,2020-11-18,16,1231,14,1064,2,160,0,7
60-70,2020-11-19,14,1245,13,1077,1,161,0,7
60-70,2020-11-20,15,1260,15,1092,0,161,0,7
60-70,2020-11-21,16,1276,16,1108,0,161,0,7
60-70,2020-11-22,7,1283,6,1114,1,162,0,7
60-70,2020-11-23,17,1300,15,1129,2,164,0,7
60-70,2020-11-24,10,1310,9,1138,1,165,0,7
60-70,2020-11-25,12,1322,11,1149,1,166,0,7
60-70,2020-11-26,12,1334,12,1161,0,166,0,7
60-70,2020-11-27,17,1351,14,1175,3,169,0,7
60-70,2020-11-28,11,1362,11,1186,0,169,0,7
60-70,2020-11-29,13,1375,12,1198,1,170,0,7
60-70,2020-11-30,6,1381,5,1203,1,171,0,7
60-70,2020-12-01,17,1398,14,1217,3,174,0,7
60-70,2020-12-02,12,1410,10,1227,2,176,0,7
60-70,2020-12-03,5,1415,5,1232,0,176,0,7
60-70,2020-12-04,13,1428,11,1243,1,177,1,8
60-70,2020-12-05,9,1437,6,1249,3,180,0,8
60-70,2020-12-06,7,1444,6,1255,1,181,0,8
60-70,2020-12-07,9,1453,9,1264,0,181,0,8
60-70,2020-12-08,8,1461,7,1271,1,182,0,8
60-70,2020-12-09,5,1466,5,1276,0,182,0,8
60-70,2020-12-10,4,1470,4,1280,0,182,0,8
60-70,2020-12-11,13,1483,13,1293,0,182,0,8
60-70,2020-12-12,3,1486,3,1296,0,182,0,8
60-70,2020-12-13,6,1492,6,1302,0,182,0,8
60-70,2020-12-14,10,1502,9,1311,1,183,0,8
60-70,2020-12-15,8,1510,6,1317,2,185,0,8
60-70,2020-12-16,5,1515,5,1322,0,185,0,8
60-70,2020-12-17,5,1520,5,1327,0,185,0,8
60-70,2020-12-18,6,1526,6,1333,0,185,0,8
60-70,2020-12-19,3,1529,3,1336,0,185,0,8
60-70,2020-12-20,1,1530,1,1337,0,185,0,8
60-70,2020-12-21,5,1535,4,1341,1,186,0,8
60-70,2020-12-22,6,1541,5,1346,1,187,0,8
60-70,2020-12-23,10,1551,8,1354,2,189,0,8
60-70,2020-12-24,4,1555,4,1358,0,189,0,8
60-70,2020-12-25,3,1558,1,1359,2,191,0,8
60-70,2020-12-26,2,1560,2,1361,0,191,0,8
60-70,2020-12-27,4,1564,3,1364,1,192,0,8
60-70,2020-12-28,4,1568,3,1367,1,193,0,8
60-70,2020-12-29,2,1570,2,1369,0,193,0,8
60-70,2020-12-30,7,1577,7,1376,0,193,0,8
60-70,2020-12-31,10,1587,10,1386,0,193,0,8
60-70,2021-01-01,0,1587,0,1386,0,193,0,8
60-70,2021-01-02,3,1590,3,1389,0,193,0,8
60-70,2021-01-03,3,1593,3,1392,0,193,0,8
60-70,2021-01-04,7,1600,7,1399,0,193,0,8
60-70,2021-01-05,3,1603,3,1402,0,193,0,8
60-70,2021-01-06,3,1606,2,1404,0,193,1,9
60-70,2021-01-07,3,1609,3,1407,0,193,0,9
60-70,2021-01-08,2,1611,2,1409,0,193,0,9
60-70,2021-01-09,5,1616,5,1414,0,193,0,9
60-70,2021-01-10,4,1620,3,1417,1,194,0,9
60-70,2021-01-11,9,1629,9,1426,0,194,0,9
60-70,2021-01-12,6,1635,6,1432,0,194,0,9
60-70,2021-01-13,4,1639,3,1435,1,195,0,9
60-70,2021-01-14,4,1643,4,1439,0,195,0,9
60-70,2021-01-15,6,1649,5,1444,1,196,0,9
60-70,2021-01-16,3,1652,3,1447,0,196,0,9
60-70,2021-01-17,1,1653,1,1448,0,196,0,9
60-70,2021-01-18,8,1661,8,1456,0,196,0,9
60-70,2021-01-19,5,1666,5,1461,0,196,0,9
60-70,2021-01-20,2,1668,2,1463,0,196,0,9
60-70,2021-01-21,2,1670,2,1465,0,196,0,9
60-70,2021-01-22,2,1672,2,1467,0,196,0,9
60-70,2021-01-23,1,1673,1,1468,0,196,0,9
60-70,2021-01-24,4,1677,4,1472,0,196,0,9
60-70,2021-01-25,3,1680,3,1475,0,196,0,9
60-70,2021-01-26,4,1684,4,1479,0,196,0,9
60-70,2021-01-27,1,1685,1,1480,0,196,0,9
60-70,2021-01-28,3,1688,3,1483,0,196,0,9
60-70,2021-01-29,4,1692,4,1487,0,196,0,9
60-70,2021-01-30,1,1693,1,1488,0,196,0,9
60-70,2021-01-31,2,1695,2,1490,0,196,0,9
60-70,2021-02-01,6,1701,6,1496,0,196,0,9
60-70,2021-02-02,8,1709,7,1503,1,197,0,9
60-70,2021-02-03,3,1712,3,1506,0,197,0,9
60-70,2021-02-04,3,1715,3,1509,0,197,0,9
60-70,2021-02-05,6,1721,6,1515,0,197,0,9
60-70,2021-02-06,2,1723,2,1517,0,197,0,9
60-70,2021-02-07,2,1725,2,1519,0,197,0,9
60-70,2021-02-08,3,1728,3,1522,0,197,0,9
60-70,2021-02-09,0,1728,0,1522,0,197,0,9
60-70,2021-02-10,4,1732,4,1526,0,197,0,9
60-70,2021-02-11,6,1738,6,1532,0,197,0,9
60-70,2021-02-12,2,1740,2,1534,0,197,0,9
60-70,2021-02-13,0,1740,0,1534,0,197,0,9
60-70,2021-02-14,4,1744,4,1538,0,197,0,9
60-70,2021-02-15,2,1746,2,1540,0,197,0,9
60-70,2021-02-16,6,1752,6,1546,0,197,0,9
60-70,2021-02-17,3,1755,3,1549,0,197,0,9
60-70,2021-02-18,4,1759,4,1553,0,197,0,9
60-70,2021-02-19,2,1761,2,1555,0,197,0,9
60-70,2021-02-20,1,1762,1,1556,0,197,0,9
60-70,2021-02-21,2,1764,2,1558,0,197,0,9
60-70,2021-02-22,1,1765,1,1559,0,197,0,9
60-70,2021-02-23,2,1767,2,1561,0,197,0,9
60-70,2021-02-24,2,1769,2,1563,0,197,0,9
60-70,2021-02-25,3,1772,3,1566,0,197,0,9
60-70,2021-02-26,1,1773,1,1567,0,197,0,9
60-70,2021-02-27,4,1777,4,1571,0,197,0,9
60-70,2021-02-28,5,1782,5,1576,0,197,0,9
60-70,2021-03-01,5,1787,5,1581,0,197,0,9
60-70,2021-03-02,1,1788,1,1582,0,197,0,9
60-70,2021-03-03,1,1789,1,1583,0,197,0,9
60-70,2021-03-04,0,1789,0,1583,0,197,0,9
60-70,2021-03-05,8,1797,7,1590,1,198,0,9
60-70,2021-03-06,2,1799,2,1592,0,198,0,9
60-70,2021-03-07,0,1799,0,1592,0,198,0,9
60-70,2021-03-08,3,1802,3,1595,0,198,0,9
60-70,2021-03-09,0,1802,0,1595,0,198,0,9
70-80,2020-03-10,0,0,0,0,0,0,0,0
70-80,2020-03-11,1,1,1,1,0,0,0,0
70-80,2020-03-12,1,2,1,2,0,0,0,0
70-80,2020-03-13,1,3,1,3,0,0,0,0
70-80,2020-03-14,2,5,1,4,1,1,0,0
70-80,2020-03-15,2,7,2,6,0,1,0,0
70-80,2020-03-16,4,11,4,10,0,1,0,0
70-80,2020-03-17,2,13,2,12,0,1,0,0
70-80,2020-03-18,6,19,5,17,1,2,0,0
70-80,2020-03-19,7,26,4,21,1,3,2,2
70-80,2020-03-20,4,30,4,25,0,3,0,2
70-80,2020-03-21,12,42,11,36,0,3,1,3
70-80,2020-03-22,9,51,5,41,0,3,4,7
70-80,2020-03-23,23,74,19,60,2,5,2,9
70-80,2020-03-24,15,89,14,74,1,6,0,9
70-80,2020-03-25,24,113,18,92,5,11,1,10
70-80,2020-03-26,20,133,14,106,6,17,0,10
70-80,2020-03-27,25,158,20,126,5,22,0,10
70-80,2020-03-28,34,192,21,147,11,33,2,12
70-80,2020-03-29,39,231,32,179,7,40,0,12
70-80,2020-03-30,35,266,31,210,3,43,1,13
70-80,2020-03-31,44,310,31,241,13,56,0,13
70-80,2020-04-01,44,354,32,273,12,68,0,13
70-80,2020-04-02,55,409,37,310,17,85,1,14
70-80,2020-04-03,56,465,38,348,17,102,1,15
70-80,2020-04-04,59,524,40,388,19,121,0,15
70-80,2020-04-05,49,573,26,414,23,144,0,15
70-80,2020-04-06,43,616,24,438,18,162,1,16
70-80,2020-04-07,58,674,37,475,20,182,1,17
70-80,2020-04-08,61,735,35,510,26,208,0,17
70-80,2020-04-09,47,782,28,538,18,226,1,18
70-80,2020-04-10,62,844,37,575,25,251,0,18
70-80,2020-04-11,53,897,32,607,21,272,0,18
70-80,2020-04-12,44,941,26,633,18,290,0,18
70-80,2020-04-13,55,996,32,665,23,313,0,18
70-80,2020-04-14,60,1056,35,700,25,338,0,18
70-80,2020-04-15,48,1104,26,726,22,360,0,18
70-80,2020-04-16,50,1154,27,753,22,382,1,19
70-80,2020-04-17,41,1195,26,779,15,397,0,19
70-80,2020-04-18,47,1242,30,809,17,414,0,19
70-80,2020-04-19,31,1273,22,831,8,422,1,20
70-80,2020-04-20,44,1317,27,858,17,439,0,20
70-80,2020-04-21,31,1348,18,876,13,452,0,20
70-80,2020-04-22,34,1382,25,901,9,461,0,20
70-80,2020-04-23,25,1407,17,918,8,469,0,20
70-80,2020-04-24,26,1433,19,937,7,476,0,20
70-80,2020-04-25,30,1463,16,953,14,490,0,20
70-80,2020-04-26,31,1494,22,975,9,499,0,20
70-80,2020-04-27,22,1516,11,986,10,509,1,21
70-80,2020-04-28,28,1544,20,1006,8,517,0,21
70-80,2020-04-29,14,1558,11,1017,3,520,0,21
70-80,2020-04-30,12,1570,10,1027,2,522,0,21
70-80,2020-05-01,16,1586,12,1039,4,526,0,21
70-80,2020-05-02,14,1600,10,1049,4,530,0,21
70-80,2020-05-03,19,1619,14,1063,5,535,0,21
70-80,2020-05-04,18,1637,12,1075,6,541,0,21
70-80,2020-05-05,14,1651,10,1085,4,545,0,21
70-80,2020-05-06,9,1660,6,1091,3,548,0,21
70-80,2020-05-07,12,1672,7,1098,5,553,0,21
70-80,2020-05-08,13,1685,10,1108,3,556,0,21
70-80,2020-05-09,9,1694,6,1114,3,559,0,21
70-80,2020-05-10,10,1704,6,1120,4,563,0,21
70-80,2020-05-11,8,1712,7,1127,1,564,0,21
70-80,2020-05-12,9,1721,5,1132,4,568,0,21
70-80,2020-05-13,11,1732,7,1139,4,572,0,21
70-80,2020-05-14,7,1739,6,1145,1,573,0,21
70-80,2020-05-15,8,1747,5,1150,3,576,0,21
70-80,2020-05-16,5,1752,5,1155,0,576,0,21
70-80,2020-05-17,5,1757,5,1160,0,576,0,21
70-80,2020-05-18,7,1764,7,1167,0,576,0,21
70-80,2020-05-19,1,1765,1,1168,0,576,0,21
70-80,2020-05-20,6,1771,6,1174,0,576,0,21
70-80,2020-05-21,9,1780,4,1178,5,581,0,21
70-80,2020-05-22,6,1786,6,1184,0,581,0,21
70-80,2020-05-23,3,1789,2,1186,1,582,0,21
70-80,2020-05-24,8,1797,6,1192,2,584,0,21
70-80,2020-05-25,6,1803,4,1196,2,586,0,21
70-80,2020-05-26,4,1807,4,1200,0,586,0,21
70-80,2020-05-27,4,1811,3,1203,1,587,0,21
70-80,2020-05-28,9,1820,8,1211,1,588,0,21
70-80,2020-05-29,2,1822,1,1212,1,589,0,21
70-80,2020-05-30,5,1827,4,1216,1,590,0,21
70-80,2020-05-31,4,1831,4,1220,0,590,0,21
70-80,2020-06-01,3,1834,2,1222,1,591,0,21
70-80,2020-06-02,4,1838,2,1224,2,593,0,21
70-80,2020-06-03,1,1839,0,1224,1,594,0,21
70-80,2020-06-04,1,1840,1,1225,0,594,0,21
70-80,2020-06-05,5,1845,4,1229,1,595,0,21
70-80,2020-06-06,2,1847,1,1230,1,596,0,21
70-80,2020-06-07,2,1849,2,1232,0,596,0,21
70-80,2020-06-08,3,1852,2,1234,1,597,0,21
70-80,2020-06-09,3,1855,3,1237,0,597,0,21
70-80,2020-06-10,2,1857,1,1238,1,598,0,21
70-80,2020-06-11,2,1859,2,1240,0,598,0,21
70-80,2020-06-12,4,1863,2,1242,2,600,0,21
70-80,2020-06-13,1,1864,0,1242,1,601,0,21
70-80,2020-06-14,1,1865,1,1243,0,601,0,21
70-80,2020-06-15,0,1865,0,1243,0,601,0,21
70-80,2020-06-16,2,1867,1,1244,1,602,0,21
70-80,2020-06-17,2,1869,2,1246,0,602,0,21
70-80,2020-06-18,3,1872,2,1248,1,603,0,21
70-80,2020-06-19,0,1872,0,1248,0,603,0,21
70-80,2020-06-20,1,1873,1,1249,0,603,0,21
70-80,2020-06-21,1,1874,1,1250,0,603,0,21
70-80,2020-06-22,6,1880,5,1255,1,604,0,21
70-80,2020-06-23,0,1880,0,1255,0,604,0,21
70-80,2020-06-24,2,1882,2,1257,0,604,0,21
70-80,2020-06-25,0,1882,0,1257,0,604,0,21
70-80,2020-06-26,0,1882,0,1257,0,604,0,21
70-80,2020-06-27,1,1883,1,1258,0,604,0,21
70-80,2020-06-28,2,1885,2,1260,0,604,0,21
70-80,2020-06-29,2,1887,2,1262,0,604,0,21
70-80,2020-06-30,0,1887,0,1262,0,604,0,21
70-80,2020-07-01,1,1888,1,1263,0,604,0,21
70-80,2020-07-02,2,1890,2,1265,0,604,0,21
70-80,2020-07-03,1,1891,1,1266,0,604,0,21
70-80,2020-07-04,1,1892,0,1266,1,605,0,21
70-80,2020-07-05,0,1892,0,1266,0,605,0,21
70-80,2020-07-06,0,1892,0,1266,0,605,0,21
70-80,2020-07-07,0,1892,0,1266,0,605,0,21
70-80,2020-07-08,0,1892,0,1266,0,605,0,21
70-80,2020-07-09,0,1892,0,1266,0,605,0,21
70-80,2020-07-11,1,1893,1,1267,0,605,0,21
70-80,2020-07-12,1,1894,1,1268,0,605,0,21
70-80,2020-07-14,0,1894,0,1268,0,605,0,21
70-80,2020-07-15,1,1895,1,1269,0,605,0,21
70-80,2020-07-16,2,1897,1,1270,1,606,0,21
70-80,2020-07-17,1,1898,1,1271,0,606,0,21
70-80,2020-07-18,1,1899,1,1272,0,606,0,21
70-80,2020-07-19,1,1900,1,1273,0,606,0,21
70-80,2020-07-20,0,1900,0,1273,0,606,0,21
70-80,2020-07-21,0,1900,0,1273,0,606,0,21
70-80,2020-07-22,0,1900,0,1273,0,606,0,21
70-80,2020-07-23,1,1901,1,1274,0,606,0,21
70-80,2020-07-24,2,1903,2,1276,0,606,0,21
70-80,2020-07-25,0,1903,0,1276,0,606,0,21
70-80,2020-07-26,0,1903,0,1276,0,606,0,21
70-80,2020-07-27,0,1903,0,1276,0,606,0,21
70-80,2020-07-28,1,1904,1,1277,0,606,0,21
70-80,2020-07-29,0,1904,0,1277,0,606,0,21
70-80,2020-07-30,0,1904,0,1277,0,606,0,21
70-80,2020-07-31,0,1904,0,1277,0,606,0,21
70-80,2020-08-01,0,1904,0,1277,0,606,0,21
70-80,2020-08-02,1,1905,1,1278,0,606,0,21
70-80,2020-08-03,0,1905,0,1278,0,606,0,21
70-80,2020-08-04,2,1907,2,1280,0,606,0,21
70-80,2020-08-05,1,1908,1,1281,0,606,0,21
70-80,2020-08-06,1,1909,0,1281,1,607,0,21
70-80,2020-08-07,1,1910,1,1282,0,607,0,21
70-80,2020-08-08,1,1911,1,1283,0,607,0,21
70-80,2020-08-09,0,1911,0,1283,0,607,0,21
70-80,2020-08-10,4,1915,3,1286,1,608,0,21
70-80,2020-08-11,3,1918,3,1289,0,608,0,21
70-80,2020-08-12,4,1922,4,1293,0,608,0,21
70-80,2020-08-13,3,1925,2,1295,1,609,0,21
70-80,2020-08-14,1,1926,1,1296,0,609,0,21
70-80,2020-08-15,0,1926,0,1296,0,609,0,21
70-80,2020-08-16,1,1927,1,1297,0,609,0,21
70-80,2020-08-17,1,1928,1,1298,0,609,0,21
70-80,2020-08-18,4,1932,4,1302,0,609,0,21
70-80,2020-08-19,0,1932,0,1302,0,609,0,21
70-80,2020-08-20,1,1933,1,1303,0,609,0,21
70-80,2020-08-21,1,1934,1,1304,0,609,0,21
70-80,2020-08-22,0,1934,0,1304,0,609,0,21
70-80,2020-08-23,3,1937,2,1306,1,610,0,21
70-80,2020-08-24,1,1938,1,1307,0,610,0,21
70-80,2020-08-25,1,1939,1,1308,0,610,0,21
70-80,2020-08-26,0,1939,0,1308,0,610,0,21
70-80,2020-08-27,1,1940,1,1309,0,610,0,21
70-80,2020-08-28,0,1940,0,1309,0,610,0,21
70-80,2020-08-29,2,1942,2,1311,0,610,0,21
70-80,2020-08-30,0,1942,0,1311,0,610,0,21
70-80,2020-08-31,0,1942,0,1311,0,610,0,21
70-80,2020-09-01,0,1942,0,1311,0,610,0,21
70-80,2020-09-02,0,1942,0,1311,0,610,0,21
70-80,2020-09-03,1,1943,1,1312,0,610,0,21
70-80,2020-09-04,0,1943,0,1312,0,610,0,21
70-80,2020-09-05,0,1943,0,1312,0,610,0,21
70-80,2020-09-06,0,1943,0,1312,0,610,0,21
70-80,2020-09-07,2,1945,2,1314,0,610,0,21
70-80,2020-09-08,0,1945,0,1314,0,610,0,21
70-80,2020-09-09,0,1945,0,1314,0,610,0,21
70-80,2020-09-10,3,1948,3,1317,0,610,0,21
70-80,2020-09-11,1,1949,1,1318,0,610,0,21
70-80,2020-09-12,0,1949,0,1318,0,610,0,21
70-80,2020-09-13,0,1949,0,1318,0,610,0,21
70-80,2020-09-14,1,1950,0,1318,1,611,0,21
70-80,2020-09-15,1,1951,1,1319,0,611,0,21
70-80,2020-09-16,0,1951,0,1319,0,611,0,21
70-80,2020-09-17,1,1952,0,1319,1,612,0,21
70-80,2020-09-18,2,1954,2,1321,0,612,0,21
70-80,2020-09-19,2,1956,2,1323,0,612,0,21
70-80,2020-09-20,1,1957,1,1324,0,612,0,21
70-80,2020-09-21,0,1957,0,1324,0,612,0,21
70-80,2020-09-22,0,1957,0,1324,0,612,0,21
70-80,2020-09-23,2,1959,1,1325,1,613,0,21
70-80,2020-09-24,0,1959,0,1325,0,613,0,21
70-80,2020-09-25,0,1959,0,1325,0,613,0,21
70-80,2020-09-26,1,1960,1,1326,0,613,0,21
70-80,2020-09-27,5,1965,4,1330,1,614,0,21
70-80,2020-09-28,3,1968,3,1333,0,614,0,21
70-80,2020-09-29,3,1971,3,1336,0,614,0,21
70-80,2020-09-30,1,1972,1,1337,0,614,0,21
70-80,2020-10-01,2,1974,2,1339,0,614,0,21
70-80,2020-10-02,5,1979,5,1344,0,614,0,21
70-80,2020-10-03,5,1984,5,1349,0,614,0,21
70-80,2020-10-04,3,1987,2,1351,1,615,0,21
70-80,2020-10-05,3,1990,2,1353,1,616,0,21
70-80,2020-10-06,3,1993,2,1355,1,617,0,21
70-80,2020-10-07,3,1996,3,1358,0,617,0,21
70-80,2020-10-08,4,2000,3,1361,1,618,0,21
70-80,2020-10-09,3,2003,2,1363,1,619,0,21
70-80,2020-10-10,7,2010,6,1369,1,620,0,21
70-80,2020-10-11,6,2016,6,1375,0,620,0,21
70-80,2020-10-12,3,2019,2,1377,1,621,0,21
70-80,2020-10-13,9,2028,5,1382,4,625,0,21
70-80,2020-10-14,6,2034,6,1388,0,625,0,21
70-80,2020-10-15,7,2041,7,1395,0,625,0,21
70-80,2020-10-16,8,2049,8,1403,0,625,0,21
70-80,2020-10-17,6,2055,5,1408,1,626,0,21
70-80,2020-10-18,5,2060,5,1413,0,626,0,21
70-80,2020-10-19,9,2069,8,1421,1,627,0,21
70-80,2020-10-20,4,2073,4,1425,0,627,0,21
70-80,2020-10-21,10,2083,8,1433,2,629,0,21
70-80,2020-10-22,15,2098,11,1444,3,632,1,22
70-80,2020-10-23,18,2116,17,1461,1,633,0,22
70-80,2020-10-24,16,2132,14,1475,2,635,0,22
70-80,2020-10-25,20,2152,13,1488,7,642,0,22
70-80,2020-10-26,26,2178,23,1511,3,645,0,22
70-80,2020-10-27,30,2208,26,1537,4,649,0,22
70-80,2020-10-28,21,2229,17,1554,4,653,0,22
70-80,2020-10-29,35,2264,29,1583,6,659,0,22
70-80,2020-10-30,41,2305,38,1621,3,662,0,22
70-80,2020-10-31,37,2342,33,1654,4,666,0,22
70-80,2020-11-01,34,2376,22,1676,12,678,0,22
70-80,2020-11-02,53,2429,44,1720,9,687,0,22
70-80,2020-11-03,33,2462,29,1749,4,691,0,22
70-80,2020-11-04,47,2509,41,1790,6,697,0,22
70-80,2020-11-05,42,2551,32,1822,10,707,0,22
70-80,2020-11-06,46,2597,37,1859,9,716,0,22
70-80,2020-11-07,45,2642,38,1897,7,723,0,22
70-80,2020-11-08,43,2685,41,1938,2,725,0,22
70-80,2020-11-09,34,2719,26,1964,8,733,0,22
70-80,2020-11-10,38,2757,32,1996,6,739,0,22
70-80,2020-11-11,41,2798,32,2028,9,748,0,22
70-80,2020-11-12,37,2835,31,2059,6,754,0,22
70-80,2020-11-13,34,2869,27,2086,7,761,0,22
70-80,2020-11-14,35,2904,24,2110,11,772,0,22
70-80,2020-11-15,38,2942,30,2140,8,780,0,22
70-80,2020-11-16,45,2987,43,2183,2,782,0,22
70-80,2020-11-17,32,3019,22,2205,10,792,0,22
70-80,2020-11-18,31,3050,24,2229,7,799,0,22
70-80,2020-11-19,37,3087,30,2259,7,806,0,22
70-80,2020-11-20,34,3121,29,2288,5,811,0,22
70-80,2020-11-21,26,3147,20,2308,6,817,0,22
70-80,2020-11-22,35,3182,31,2339,4,821,0,22
70-80,2020-11-23,31,3213,27,2366,4,825,0,22
70-80,2020-11-24,21,3234,15,2381,6,831,0,22
70-80,2020-11-25,30,3264,23,2404,7,838,0,22
70-80,2020-11-26,20,3284,19,2423,1,839,0,22
70-80,2020-11-27,19,3303,17,2440,2,841,0,22
70-80,2020-11-28,27,3330,24,2464,3,844,0,22
70-80,2020-11-29,13,3343,11,2475,2,846,0,22
70-80,2020-11-30,15,3358,13,2488,2,848,0,22
70-80,2020-12-01,16,3374,12,2500,4,852,0,22
70-80,2020-12-02,30,3404,27,2527,3,855,0,22
70-80,2020-12-03,19,3423,16,2543,3,858,0,22
70-80,2020-12-04,22,3445,18,2561,4,862,0,22
70-80,2020-12-05,20,3465,18,2579,2,864,0,22
70-80,2020-12-06,16,3481,13,2592,3,867,0,22
70-80,2020-12-07,13,3494,10,2602,3,870,0,22
70-80,2020-12-08,15,3509,14,2616,1,871,0,22
70-80,2020-12-09,11,3520,6,2622,5,876,0,22
70-80,2020-12-10,17,3537,15,2637,2,878,0,22
70-80,2020-12-11,20,3557,14,2651,6,884,0,22
70-80,2020-12-12,25,3582,19,2670,6,890,0,22
70-80,2020-12-13,19,3601,13,2683,6,896,0,22
70-80,2020-12-14,20,3621,12,2695,8,904,0,22
70-80,2020-12-15,17,3638,13,2708,4,908,0,22
