time,F1,F1_LL,F1_UL,F4a,F4a_LL,F4a_UL,F4b,F4b_LL,F4b_UL,F4c,F4c_LL,F4c_UL,F4d,F4d_LL,F4d_UL,F5a,F5a_LL,F5a_UL,F5b,F5b_LL,F5b_UL,F5c,F5c_LL,F5c_UL,F5d,F5d_LL,F5d_UL
2021-01-29,19370.371980210966,18508.998246045016,19876.107745136604,14030.038807986173,13661.412250022418,14826.274131865193,7387.559567510037,7126.689852534374,7679.482775477413,4307.025120029377,4244.573063622168,4386.411554359172,3276.526404529959,3274.1631012959488,3278.9688751635676,15473.211293213484,14824.283570186606,16149.641876839545,7112.216391100058,6720.327590682491,7665.3337554561,3441.9498850270948,3433.0182280181043,3458.091685905946,3294.375117460626,3292.828469800882,3295.926065178789
2021-01-30,19467.79884691452,18605.092074475764,19974.689538859646,14084.01504213269,13714.925848257502,14880.449768274953,7409.034163726631,7147.8678495182,7700.680435339096,4312.884478299989,4250.296544585611,4392.412812222226,3276.6927301185788,3274.313774224519,3279.153538415293,15551.759671340653,14900.951117477522,16229.461078717486,7139.575727095307,6744.491789277743,7697.129524995208,3442.245474352169,3433.279033101922,3458.4469401333617,3294.4103296279454,3292.8597199307133,3295.9648569679102
2021-01-31,19562.15616408543,18698.29452086362,20070.11467614267,14136.112785610807,13766.62654590622,14932.61571117916,7429.8090336918185,7168.394066815593,7721.137086216214,4318.5866164365325,4255.874246365967,4398.242345259707,3276.855854810953,3274.4615480473763,3279.3347754951915,15628.133547550122,14975.582372520537,16306.956984201655,7166.406750932285,6768.190958959386,7728.308880875005,3442.5306437789595,3433.5304302372233,3458.7898547908185,3294.4441443034557,3292.8896709727005,3296.0021197956767
2021-02-01,19653.531805725863,18788.684840076112,20162.47486865751,14186.393034982622,13816.57181214258,14982.841486887195,7449.9060308228445,7188.288024659141,7740.8774137707005,4324.136516304893,4261.31068959087,4403.905773372708,3277.015929552598,3274.6065594085576,3279.512749973321,15702.388812140047,15048.227506275525,16382.192881309991,7192.72294323362,6791.4369089611455,7758.887224993165,3442.805840162717,3433.772826941665,3459.120953523471,3294.4766346426813,3292.9183917791393,3296.0379338106904
2021-02-02,19742.012836995928,18876.341568692827,20251.860801893446,14234.915757878614,13864.81812663453,15031.195179053175,7469.346664495867,7207.568962254697,7759.925659002947,4329.539036579613,4266.610276364479,4409.40856642595,3277.173099378218,3274.748939672494,3279.68761913836,15774.581023491553,15118.936650804682,16455.231490852475,7218.537869624855,6814.241549129708,7788.880054023761,3443.071498409149,3434.0066188619394,3459.4407479376323,3294.5078711549277,3292.9459487028453,3296.0723760108704
2021-02-03,19827.685356356807,18961.342444687052,20338.362010466477,14281.739807906815,13911.420937411676,15077.743462739312,7488.152033630009,7226.255741284829,7778.305545605888,4334.798904953567,4271.7772908905645,4414.756042787512,3277.327503669292,3274.8888147374223,3279.8595337806664,15844.765283344272,15187.759651475499,16526.134665147445,7243.8650671815085,6836.6167929271405,7818.302868057601,3443.328041836122,3434.232190966384,3459.7497367398214,3294.5379215737557,3292.9724055437373,3296.105520644649
2021-02-04,19910.634312656734,19043.76451244532,20422.06701300629,14326.922845645418,13956.434704493016,15122.551496120153,7506.342784378255,7244.366864421748,7796.0402005552,4339.920708201521,4276.815898128781,4419.953364385436,3277.479276250912,3275.0263053589033,3280.028638578313,15912.9961152575,15254.7456987706,16594.963508697132,7268.717931969202,6858.57444444589,7847.1710133193665,3443.5758800112917,3434.4499156950988,3460.0484026216764,3294.566850590587,3292.99782309366,3296.137438754402
2021-02-05,19990.943192421662,19123.683586577026,20503.06277192507,14370.521191537355,13999.912653365505,15165.682710960864,7523.939097677183,7261.920466380595,7813.152175713342,4344.908889296132,4281.7301289366205,4425.005526210813,3277.6285446808815,3275.161526713144,3280.19507152942,15979.327228849688,15319.943363620041,16661.778210611803,7293.1097339089665,6880.1262090323335,7875.499685805591,3443.8154079976293,3434.660151768162,3460.3372122039436,3294.594719836784,3293.0222591895754,3296.168197931139
2021-02-06,20068.693913874158,19201.17403859303,20581.43443595972,14412.589768723354,14041.906678052303,15207.198821623831,7540.960660413079,7278.93423040136,7829.663433045842,4349.767745212107,4286.523874904782,4429.917354436753,3277.7754303744364,3275.2945883193584,3280.3589638525914,16043.811419561356,15383.400546077894,16726.637695027573,7317.053587260127,6901.283684053675,7903.303926904238,3444.0470068704853,3434.8632448416975,3460.616616533076,3294.621587983357,3293.0457689604705,3296.1978625369957
2021-02-07,20143.966713295104,19276.30890391292,20657.265457917652,14453.182058697661,14082.46738768231,15247.159800732223,7557.426631939481,7295.4253844380555,7845.595284433992,4354.501444183542,4291.2009463493005,4434.693544962605,3277.9200488673987,3275.425594329264,3280.520440339629,16106.500489365202,15445.164176746937,16789.599647296513,7340.562339987675,6922.058241762197,7930.598483109043,3444.2710431977284,3435.059527410014,3460.887049584556,3294.6475106851813,3293.0684046406814,3296.2264937228747
2021-02-08,20216.83996656024,19349.159686705952,20730.63741772081,14492.350030357135,14121.644033045388,15285.623783277639,7573.355637540106,7311.4107157626095,7860.9683979047195,4359.1139727366935,4295.764937904637,4439.338566143492,3278.0625096254757,3275.5546434464786,3280.6796192318607,16167.445141191147,15505.280205843632,16850.720532551168,7363.648568183242,6942.461015787266,7957.397784975003,3444.48786857908,3435.249318135675,3461.1489281063014,3294.672540600188,3293.0902155908825,3296.2541493313975
2021-02-09,20287.390150633808,19419.796167128072,20801.629804784952,14530.14417359449,14159.4844331545,15322.647094556494,7588.765772149576,7326.906535899246,7875.80282305776,4363.609145845339,4300.219264692471,4443.856690064085,3278.202916155081,3275.6818289403845,3280.836612226005,16226.694936527761,15563.793678618116,16910.055395176343,7386.324599541365,6962.502931735626,7983.7159836154915,3444.69782004187,3435.4329222307556,3461.402652210033,3294.6967274877557,3293.111248463004,3296.280884022709
2021-02-10,20355.691832032215,19488.286462074982,20870.320081612204,14566.61350405941,14196.035030153818,15358.284324097083,7603.674588148774,7341.9286749585435,7890.1179637193,4367.9906746509805,4304.5673461726155,4448.252117998165,3278.341366288585,3275.807238941902,3280.9915248376324,16284.298258099338,15620.748566975159,16967.65785487837,7408.602449022795,6982.194652105332,8009.566889836074,3444.9012201137475,3435.6106316845962,3461.648604983455,3294.7201182855915,3293.1315472479864,3296.3067493872827
2021-02-11,20421.817561847598,19554.69697629862,20936.783654619263,14601.805493581931,14231.340945864595,15392.588298966766,7618.099089850071,7356.492494016189,7903.9325770601035,4372.262068727101,4308.812355244924,4452.528800903929,3278.4779522882145,3275.930956544335,3281.144456516043,16340.302254943665,15676.187714009508,17023.580141667124,7430.493792056393,7001.546546506991,8034.963924523223,3445.098376853339,3435.7827252567304,3461.88715256424,3294.7427571978446,3293.1511533520516,3296.331794013726
2021-02-12,20485.83783892058,19619.09229386333,21001.093759076015,14635.7662776603,14265.44596167458,15425.610164317983,7632.055741728861,7370.612877382364,7917.264792148681,4376.42662859484,4312.957230481094,4456.690446995242,3278.612761015297,3276.053060024895,3281.2955008935533,16394.752823385414,15730.152893248489,17077.873014976627,7452.009981408255,7020.568703996411,8059.9201333685905,3445.289584220911,3435.949468812254,3462.11864471335,3294.7646857909053,3293.1701056945353,3296.3560635943395
2021-02-13,20547.82115003544,19681.535218231966,21063.32149986011,14668.54065260346,14298.39264266107,15457.399463528902,7645.560473362514,7384.3042336180115,7930.132117265997,4380.487505648531,4317.004792955891,4460.740614814611,3278.74587414634,3276.173622933084,3281.444745891944,16447.69462364401,15782.684788969747,17130.58576661625,7473.16203723762,7039.270920481136,8084.4481945092175,3445.4751224191314,3436.111115641889,3462.3434150212133,3294.785943105866,3293.188440810444,3296.379601034036
2021-02-14,20607.833966918923,19742.086785735115,21123.535880209383,14700.172023174864,14330.222283280147,15488.004062576605,7658.6286864061285,7397.580506768827,7942.551448243117,4384.447711169663,4320.957760067309,4464.682720500359,3278.8773683699555,3276.292714367093,3281.592274062249,16499.171063514397,15833.822950352776,17181.766262092366,7493.960622847922,7057.662679700367,8108.560380550354,3445.655258233128,3436.267906866887,3462.561781217966,3294.8065657841303,3293.206192994048,3296.4024466135907
